BDAP,NORD-EST,ISOLE,NORD-OVEST,SUD,CENTRO
539942928887267601,0,0,0,0,1
541342930547951202,0,0,1,0,0
541442930463825901,0,1,0,0,0
541542930479667301,0,0,0,0,1
541542930538712902,1,0,0,0,0
541642930526968002,0,1,0,0,0
541642930549264901,0,1,0,0,0
541742930456042502,0,0,0,1,0
541742930475975601,1,0,0,0,0
541742930544290302,0,0,0,1,0
541842930473594102,0,0,1,0,0
541942930465491901,0,0,0,1,0
541942930516487601,0,0,1,0,0
542042930527285602,0,1,0,0,0
542042930541493402,1,0,0,0,0
542142930451723601,0,0,0,1,0
542142930461059702,1,0,0,0,0
542142930550147302,0,0,0,1,0
542242930460488801,0,0,1,0,0
542342930463533802,0,0,0,1,0
542442930459874901,0,0,1,0,0
542642930475186901,0,0,0,0,1
542842930515348302,1,0,0,0,0
542942928269661402,0,0,0,1,0
542942930467896902,1,0,0,0,0
543042930517155302,0,0,0,1,0
543142930510592802,0,0,0,1,0
543142930519755302,0,0,1,0,0
543242930461378502,0,0,1,0,0
543242930463811702,0,0,1,0,0
543242930519274302,0,0,1,0,0
543242930531815101,0,0,0,1,0
543242930542042201,0,0,1,0,0
543442930541462601,0,0,1,0,0
543542930467923101,0,0,1,0,0
543742928086481802,0,0,1,0,0
543742929568598802,0,0,0,1,0
543842930470748101,1,0,0,0,0
543942929861115802,0,0,0,1,0
543942930454431102,0,0,1,0,0
544042930546906902,0,0,1,0,0
544142930477290902,0,0,1,0,0
544142930527736401,0,0,0,1,0
544342930461160202,0,0,1,0,0
544442930534290402,0,0,1,0,0
544842929091483101,0,0,1,0,0
544842930472859602,0,0,1,0,0
545142927968949301,0,0,0,1,0
545142930525857501,0,0,0,1,0
545242930452170201,0,0,1,0,0
545442930516399001,0,0,0,1,0
545442930549864302,0,1,0,0,0
545542929704005801,0,0,0,0,1
545542930518725601,0,0,0,1,0
545742930518330102,1,0,0,0,0
545842930462759002,1,0,0,0,0
545842930521406102,0,0,0,0,1
545842930528948202,0,1,0,0,0
545942930531461501,0,0,0,0,1
546142930543021401,0,0,0,0,1
546442930463560202,0,0,0,1,0
546642930527206702,0,0,1,0,0
546842930522448401,1,0,0,0,0
547042930474978302,0,0,1,0,0
547042930517487202,0,0,1,0,0
547042930531498801,0,0,1,0,0
547642930532282601,0,0,1,0,0
547742930526035202,0,0,1,0,0
547742930538261001,0,0,1,0,0
548142928074373402,0,0,1,0,0
548242930550008501,0,0,0,1,0
548342930527872802,1,0,0,0,0
548542928790834402,0,0,1,0,0
548642929800443002,1,0,0,0,0
548842930519045702,0,0,0,1,0
548842930524558501,0,0,1,0,0
548842930531426702,0,0,0,1,0
548942930459670202,0,0,1,0,0
548942930468881502,0,0,1,0,0
549842930531368902,0,1,0,0,0
551142930012217002,0,0,0,1,0
551142930534783602,0,0,1,0,0
551142930546057701,0,0,0,0,1
551242930516939202,0,0,0,1,0
551242930525237102,0,0,1,0,0
551342930475628502,0,0,0,1,0
551342930510981301,0,0,1,0,0
551442930461046401,0,0,0,1,0
551542930510651401,0,0,1,0,0
551642930462492502,0,0,1,0,0
551742930537219302,1,0,0,0,0
551842930474095401,0,0,0,1,0
551942930461508601,0,0,1,0,0
552042930517985101,0,1,0,0,0
552142930517714802,0,0,0,1,0
552242928021779802,0,0,0,0,1
552442930517302801,0,0,1,0,0
552542930469038101,1,0,0,0,0
552642930476017702,1,0,0,0,0
552742930511122301,0,0,1,0,0
552742930519002501,0,0,0,0,1
552842930520109302,1,0,0,0,0
552842930526058302,0,0,0,1,0
552842930534076701,0,0,0,0,1
553042930522335502,1,0,0,0,0
553142927979773102,0,0,0,1,0
553142930519641901,0,0,1,0,0
553142930525095601,1,0,0,0,0
553442930447528101,1,0,0,0,0
553442930457344001,1,0,0,0,0
553642930530697802,0,0,1,0,0
553742928726828901,0,1,0,0,0
553942930537403801,0,0,1,0,0
554042930531433001,0,0,0,1,0
554142930459817702,1,0,0,0,0
554242930542090802,0,0,1,0,0
554242930543050701,0,0,1,0,0
554342930457428302,0,0,0,1,0
554442929583904102,0,0,1,0,0
554442930480398002,0,0,1,0,0
554542928560706302,0,0,1,0,0
554542928683902002,1,0,0,0,0
554542930523931701,0,0,0,1,0
554642930527272401,0,0,0,1,0
554842930541292702,0,0,0,0,1
554942928088031901,1,0,0,0,0
554942930477615202,1,0,0,0,0
554942930525147302,0,1,0,0,0
555042930460461801,0,0,1,0,0
555142929726669102,0,0,0,1,0
555142930521219102,0,1,0,0,0
555542929774131802,0,0,0,1,0
556042930456816801,0,0,0,1,0
556342930477631501,0,0,1,0,0
556442930454854102,0,0,1,0,0
556742930508706002,0,0,1,0,0
556742930527870101,0,0,0,1,0
556742930538894801,1,0,0,0,0
556742930544434101,0,0,0,1,0
556842930548802901,0,0,1,0,0
557042930543946701,0,0,1,0,0
557142930527185802,0,1,0,0,0
557142930548186002,1,0,0,0,0
557242928726103501,0,0,1,0,0
557242930515969802,0,1,0,0,0
557342930519016702,0,0,0,1,0
557442930461953502,0,0,1,0,0
557842930459073502,0,0,1,0,0
557942930462279901,0,0,1,0,0
557942930533494001,0,0,0,0,1
558042930452454801,1,0,0,0,0
558142930464202002,0,1,0,0,0
558142930542231401,0,0,0,1,0
558342930459575501,0,0,0,1,0
558442930469720701,0,0,1,0,0
558442930509513301,0,0,0,1,0
558542930457990002,0,0,0,1,0
558842930447952101,0,0,1,0,0
558842930527041001,0,0,1,0,0
559042929514327501,0,0,1,0,0
559042930459904901,0,0,1,0,0
559042930540567602,0,0,0,0,1
559142930449974901,0,0,0,1,0
559342930474453902,0,0,0,0,1
559442928242647001,0,0,1,0,0
559442930531483002,0,0,1,0,0
559542930523324601,0,0,1,0,0
559642930035056801,0,0,1,0,0
559642930456132201,1,0,0,0,0
559742930525871201,0,0,1,0,0
559842930517085602,0,1,0,0,0
561142930458888302,0,0,0,1,0
561242930460817802,0,0,1,0,0
561342930508219601,0,1,0,0,0
561542928897699201,0,1,0,0,0
561542930473946302,0,0,1,0,0
561742930458343901,1,0,0,0,0
561742930527745402,0,0,0,1,0
561842930508624602,0,0,0,1,0
562142930457999401,0,0,1,0,0
562242930516762201,0,0,0,0,1
562542927901384601,0,0,0,1,0
562542930524733502,0,1,0,0,0
562642929859057801,0,0,0,1,0
562642930533395402,0,0,0,1,0
562742928592805401,0,0,1,0,0
562842930535224101,0,0,0,1,0
562942930400107802,0,0,1,0,0
562942930472538801,0,1,0,0,0
562942930524087901,0,0,1,0,0
563042930447412502,0,0,0,1,0
563242930523466202,0,0,0,0,1
563342930517166701,1,0,0,0,0
563442930478766302,1,0,0,0,0
563842930518338801,0,0,0,1,0
563842930519687902,0,0,1,0,0
563942929879951101,1,0,0,0,0
563942930518265001,0,0,0,1,0
564042930467698902,0,0,1,0,0
564042930474130202,1,0,0,0,0
564042930545302301,0,0,0,0,1
564142930473610102,0,1,0,0,0
564142930541405401,0,0,0,0,1
564242930479823502,0,0,1,0,0
564242930548268301,1,0,0,0,0
564442930461651601,0,0,1,0,0
564542930474770502,0,0,1,0,0
564542930518717701,0,0,1,0,0
564642930546316601,1,0,0,0,0
564842930451772701,0,0,0,1,0
564942930476944301,0,0,0,1,0
564942930510791302,0,0,1,0,0
564942930545163102,0,0,1,0,0
565042929230337001,0,0,1,0,0
565142930531312102,0,0,0,1,0
565242929417347501,0,0,0,0,1
565542930466898901,0,0,0,1,0
565742930510705701,1,0,0,0,0
565742930510970501,0,0,1,0,0
565742930533556001,0,0,1,0,0
565842930455500602,1,0,0,0,0
565942930532283302,0,0,1,0,0
566042930480045402,1,0,0,0,0
566242930517841701,1,0,0,0,0
566342930464201901,0,0,0,0,1
566342930534237701,1,0,0,0,0
566842928663876202,0,0,0,0,1
566842930455650202,0,0,0,1,0
566842930471587602,0,0,0,1,0
566842930521696602,0,0,0,0,1
566842930527942301,0,0,0,1,0
566842930546245201,0,0,1,0,0
566942930474848802,0,0,0,1,0
567042930474703002,0,0,1,0,0
567242930525117701,0,0,1,0,0
567242930534208901,0,0,0,1,0
567242930538634301,0,1,0,0,0
567342930478576802,0,0,1,0,0
567442929268241802,0,0,0,1,0
567442930519118001,0,0,1,0,0
567542930477190301,0,0,1,0,0
567742930536589701,0,0,0,1,0
567842930533979901,0,0,1,0,0
567942930449203501,0,0,0,0,1
567942930477467801,0,0,0,0,1
568142930509898301,1,0,0,0,0
568242930474081501,0,0,0,1,0
568542928888035401,0,0,1,0,0
568642930448284102,0,0,0,1,0
568642930517970701,0,0,0,0,1
568642930549098001,0,0,0,1,0
568742930508158102,0,0,1,0,0
568842930508896801,0,0,1,0,0
568842930526668401,0,0,0,1,0
568842930535912902,0,0,1,0,0
568942930521809401,0,1,0,0,0
569042929989643102,0,0,0,1,0
569042930474384601,0,0,1,0,0
569042930522915601,0,1,0,0,0
569042930532748602,0,0,1,0,0
569142930524772701,1,0,0,0,0
569242930448533202,0,0,1,0,0
569242930518886302,0,0,1,0,0
569242930520724301,1,0,0,0,0
569242930544909101,0,0,1,0,0
569342930546613702,0,0,1,0,0
569442930455416802,0,0,1,0,0
569442930534471901,0,0,0,0,1
569742930520040302,0,1,0,0,0
571142930478703301,1,0,0,0,0
571242930462540901,0,0,0,1,0
571442928168238301,0,0,1,0,0
571442930518125902,0,1,0,0,0
571542928191310502,0,0,0,1,0
571642930517592301,0,0,1,0,0
571642930525404001,1,0,0,0,0
571642930529436001,0,0,1,0,0
571842930449526801,1,0,0,0,0
571942930519538402,0,0,1,0,0
572042930477638502,0,0,1,0,0
572242930476538501,0,0,0,1,0
572442930520255801,0,0,0,1,0
572542930519030002,0,0,0,1,0
572642930456622302,0,0,0,1,0
572642930468538502,1,0,0,0,0
572742930509858301,0,0,0,1,0
572742930525592201,1,0,0,0,0
573042929681101202,1,0,0,0,0
573042930464326101,0,0,0,1,0
573242930529251302,0,0,1,0,0
573342929456888301,0,0,0,0,1
573542930474819301,0,0,0,1,0
573642930517772902,0,0,1,0,0
573742930451856301,1,0,0,0,0
573842929155647901,0,0,1,0,0
573842930453679001,1,0,0,0,0
573842930464965301,0,0,1,0,0
573842930542908001,1,0,0,0,0
574042930462561401,0,0,0,1,0
574142930464398002,1,0,0,0,0
574142930517773901,1,0,0,0,0
574642930461515002,0,0,0,0,1
574642930461999801,1,0,0,0,0
574942930517405201,0,0,0,0,1
575342930459315802,0,0,1,0,0
575542930456924902,0,0,0,1,0
575742929649255602,0,0,0,1,0
575742930543431602,0,0,0,0,1
575942929642387902,0,0,1,0,0
575942930519477602,0,0,1,0,0
575942930530011001,0,0,1,0,0
576142929047937501,1,0,0,0,0
576242930508191701,0,0,1,0,0
576342929644467501,0,0,0,1,0
577042930529391901,0,0,0,1,0
577342930460467902,0,0,1,0,0
577642930456314401,0,0,1,0,0
577642930542833502,0,0,1,0,0
577842930517373302,0,0,0,1,0
577842930525195102,1,0,0,0,0
578242930461628901,0,0,1,0,0
578342930453531001,0,0,1,0,0
578442930477795202,1,0,0,0,0
578542930449771801,0,0,0,0,1
578542930477348802,1,0,0,0,0
578542930538582801,0,0,0,1,0
578642928247046702,0,0,1,0,0
578642930450407501,0,0,1,0,0
578742930456531402,0,0,0,1,0
578842930544158201,0,0,1,0,0
578942930527274801,0,0,1,0,0
579142930524604301,0,0,0,1,0
579142930543145301,0,0,0,0,1
579342930462972902,0,0,1,0,0
579342930530210801,0,0,0,0,1
579542930533839801,0,0,0,1,0
579742930464612902,0,0,0,1,0
579842929543736402,0,0,1,0,0
581142928021939101,0,0,0,1,0
581142929514065002,1,0,0,0,0
581142930456597102,0,0,0,1,0
581142930550197802,1,0,0,0,0
581342930458767201,0,0,1,0,0
581342930517552302,0,0,1,0,0
581342930542448702,1,0,0,0,0
581542930464865602,0,0,0,0,1
581542930519191201,1,0,0,0,0
581542930531076401,0,0,1,0,0
581842930541975902,0,0,0,0,1
581942930529283101,0,0,1,0,0
582142930517224801,0,0,1,0,0
582142930517408502,0,0,0,1,0
582342930449478601,0,0,0,1,0
582442930543160701,0,0,1,0,0
582442930544226302,0,1,0,0,0
582742930465726302,1,0,0,0,0
582842930220790102,0,0,1,0,0
582842930527808601,0,0,0,1,0
582842930538678201,1,0,0,0,0
582942930480100701,0,0,1,0,0
582942930527405202,0,0,0,1,0
583142930542128701,0,0,1,0,0
583242930458535402,0,0,0,1,0
583342930515495901,0,0,1,0,0
583442930447834902,0,0,1,0,0
583442930515472902,0,1,0,0,0
583542930452714702,0,0,0,1,0
583642930534574102,0,1,0,0,0
583742930462041502,0,0,0,1,0
583742930524576502,0,0,1,0,0
583742930549754102,0,1,0,0,0
583842930523464402,0,0,1,0,0
584042930474517201,0,0,0,0,1
584042930515521701,1,0,0,0,0
584042930525849001,0,0,0,1,0
584142930509593402,0,0,1,0,0
584242930527056502,0,0,1,0,0
584342929439542302,0,0,1,0,0
584442930456661802,1,0,0,0,0
584542930460728101,0,1,0,0,0
584642929069856702,0,0,0,1,0
584742930548988402,0,0,0,1,0
584842930532016401,1,0,0,0,0
584842930549536902,0,0,1,0,0
584942929166082202,0,0,0,1,0
585042929816225002,0,0,0,1,0
585042930524706102,0,0,1,0,0
585142929494098001,0,0,0,1,0
585142930455279902,0,0,0,0,1
585342930476207401,0,0,0,0,1
585342930525444502,1,0,0,0,0
585542930470647202,0,0,1,0,0
585642930015479602,0,1,0,0,0
585642930507653402,0,0,1,0,0
585742930455366802,0,0,1,0,0
585942930469500002,1,0,0,0,0
586142929321228501,0,0,0,1,0
586242930528427301,1,0,0,0,0
586342930521266002,0,0,0,1,0
586342930546496302,0,0,0,1,0
586442930515845701,0,1,0,0,0
586442930542132202,0,0,1,0,0
586542930542625602,0,0,0,0,1
586642930459044301,0,0,0,0,1
586642930509511902,0,0,1,0,0
586642930547111102,0,0,1,0,0
586742930472476902,0,0,0,1,0
586742930473877602,0,0,0,1,0
586742930539668202,0,0,0,0,1
586842930526323702,0,0,0,0,1
587042930509703002,0,0,0,0,1
587142930461747102,1,0,0,0,0
587742928281527002,0,0,1,0,0
587742930460346402,0,0,1,0,0
587742930472337201,0,0,1,0,0
587942929417447601,0,0,1,0,0
587942930524650302,0,1,0,0,0
587942930529959002,0,0,0,0,1
588042929417233502,1,0,0,0,0
588042930534336502,0,1,0,0,0
588142929231894901,0,0,0,1,0
588142930449937102,0,0,1,0,0
588142930529250001,0,0,1,0,0
588142930534105601,0,1,0,0,0
588242930462767202,0,0,0,0,1
588242930510749901,0,0,1,0,0
588642930455895302,0,0,1,0,0
588642930473831901,0,1,0,0,0
588642930543710601,0,0,0,1,0
588642930546161702,1,0,0,0,0
588742930541310501,0,0,1,0,0
588842930526032001,0,0,1,0,0
588842930530071501,0,0,0,1,0
588842930531093601,0,0,1,0,0
588942930454522301,0,0,1,0,0
588942930460786702,0,0,1,0,0
588942930509288502,0,0,1,0,0
589142930533897302,0,0,1,0,0
589242930509826302,0,1,0,0,0
589342930458575501,0,0,1,0,0
589342930543595001,0,0,0,0,1
589642930477663402,0,0,1,0,0
589642930522282001,1,0,0,0,0
589742930477775701,1,0,0,0,0
589842930532627701,0,1,0,0,0
589942930461929202,0,1,0,0,0
591142930517656102,0,0,0,1,0
591242930459409302,1,0,0,0,0
591242930525928101,0,0,1,0,0
591442930460881901,1,0,0,0,0
591442930542682902,0,0,1,0,0
591542929861064502,0,1,0,0,0
591642929696689202,0,0,0,0,1
591642930520245202,0,0,0,0,1
591742930528396801,1,0,0,0,0
591842930466935302,1,0,0,0,0
591942930475826602,0,0,1,0,0
592142930449312802,0,0,0,1,0
592242930477337602,0,0,0,1,0
592342929488844701,0,0,0,0,1
592342930459708602,0,0,0,0,1
592442930463877002,0,0,0,0,1
592542929272083201,0,0,1,0,0
592542930458683501,0,0,0,1,0
592542930471919401,0,1,0,0,0
592542930473120501,0,1,0,0,0
592642930456067102,0,0,0,1,0
592842930526388301,0,0,0,1,0
593042930472567801,0,0,1,0,0
593042930525941702,0,0,1,0,0
593242930475730801,0,0,0,1,0
593342930477133702,0,0,1,0,0
593342930550723402,0,0,1,0,0
593442930515371502,0,0,0,0,1
593442930549666501,0,0,1,0,0
593542929061068602,0,0,0,1,0
593542930521351902,0,1,0,0,0
593542930527158301,0,0,1,0,0
593742930508002202,0,0,1,0,0
593742930521614202,0,0,1,0,0
593942930528641901,0,0,0,1,0
594142930457190501,1,0,0,0,0
594442930508177201,0,0,0,0,1
594542930541697702,1,0,0,0,0
594642930449328501,1,0,0,0,0
594642930515594001,0,0,1,0,0
594642930531581601,0,0,0,1,0
595342930546098901,0,0,0,1,0
595642930465653401,1,0,0,0,0
595642930532404801,1,0,0,0,0
595942930518746201,0,0,0,0,1
596042930526196402,1,0,0,0,0
596142930529081401,0,0,1,0,0
596142930531579402,0,0,0,1,0
596142930546348202,1,0,0,0,0
596242930523059101,0,0,0,0,1
596342928865348301,1,0,0,0,0
596342930458865101,0,0,0,1,0
596342930519682902,0,1,0,0,0
596342930530862902,0,0,1,0,0
596442930460384102,0,0,1,0,0
596442930475623901,0,0,1,0,0
596542928666175601,0,1,0,0,0
596542930459563002,1,0,0,0,0
596542930459823601,0,0,1,0,0
596542930478696401,0,0,1,0,0
596842930531387001,0,0,1,0,0
597042930457165401,0,0,1,0,0
597242930449725302,0,0,0,0,1
597542930525509602,0,0,1,0,0
597542930540997201,0,0,1,0,0
597842927910570102,0,0,0,1,0
598042930480248302,0,0,1,0,0
598342930464702101,0,0,1,0,0
598542930461791302,0,0,1,0,0
598542930475870101,0,1,0,0,0
598542930533871601,1,0,0,0,0
598642929013099802,0,0,0,1,0
598642930477505101,1,0,0,0,0
598742930519103702,0,0,0,1,0
598742930532516401,0,1,0,0,0
598942930524473502,0,1,0,0,0
598942930528649802,0,0,1,0,0
599242930479376201,0,1,0,0,0
599242930523902202,1,0,0,0,0
599242930530515602,0,0,1,0,0
599442930455207201,0,0,1,0,0
599442930479292302,0,0,1,0,0
599542930517704302,0,0,0,1,0
599642930529222701,1,0,0,0,0
599742930537896002,0,0,0,0,1
599742930543267201,0,0,0,1,0
599842930469507701,0,0,1,0,0
599942930477494401,0,0,0,0,1
599942930517386201,0,0,0,1,0
601142930530304601,1,0,0,0,0
601142930532628902,1,0,0,0,0
601342930534500301,0,0,1,0,0
601542930548744701,0,0,0,1,0
601742929704138702,0,0,1,0,0
601842930531541802,0,0,1,0,0
601942930477296302,0,0,1,0,0
601942930545625601,1,0,0,0,0
602042930459604702,0,0,0,1,0
602042930533617202,0,0,1,0,0
602142930459145702,0,0,1,0,0
602142930463647002,0,0,0,1,0
602442930461109002,0,0,0,0,1
602442930476369502,1,0,0,0,0
602442930543862902,0,0,0,1,0
602542930516182701,1,0,0,0,0
602642930517270801,1,0,0,0,0
602742928923797302,0,0,1,0,0
602842930465367401,1,0,0,0,0
602842930550309601,0,0,1,0,0
603042930517565201,0,0,0,1,0
603042930517800901,1,0,0,0,0
603142930464879901,0,1,0,0,0
603142930536135501,0,0,1,0,0
603242929528873402,1,0,0,0,0
603242930453273701,1,0,0,0,0
603442930540543902,0,0,0,0,1
603542930459425401,0,1,0,0,0
603542930461122101,1,0,0,0,0
603642930473938801,0,0,0,1,0
603742930532254401,1,0,0,0,0
603942928288395502,0,0,1,0,0
604042930533456501,0,0,0,1,0
604442930516714501,1,0,0,0,0
604442930524119801,1,0,0,0,0
604542930549186401,1,0,0,0,0
604742930527736902,0,0,0,1,0
604942930455731001,0,0,1,0,0
604942930518583101,1,0,0,0,0
605042930463498402,0,0,1,0,0
605142928043599202,0,0,1,0,0
605242928247165901,0,0,1,0,0
605242929514279101,0,0,1,0,0
605442930523496602,1,0,0,0,0
605542930518208001,0,0,1,0,0
605642930462346002,0,0,1,0,0
605842927909613602,0,0,0,0,1
605842929488900701,0,0,1,0,0
606042930459235902,0,0,0,1,0
606042930524723102,0,0,0,1,0
606042930533821802,0,0,0,0,1
606142930530396101,0,0,1,0,0
606242930529461702,0,0,0,1,0
606342930473257802,0,0,0,0,1
606342930520935601,0,0,1,0,0
606342930525324901,0,0,0,1,0
606442930266044402,0,1,0,0,0
606442930509031902,0,0,0,1,0
606542930474426001,0,1,0,0,0
606542930508410601,0,1,0,0,0
606742930451742602,0,1,0,0,0
607042929816234301,1,0,0,0,0
607042930523355301,0,0,0,0,1
607342928096763401,0,0,0,1,0
607342930517964902,0,0,0,1,0
607542930518974101,0,0,0,1,0
607642930454021201,1,0,0,0,0
607642930463621501,0,0,0,1,0
607642930468169701,1,0,0,0,0
607642930537271102,0,0,1,0,0
607742930533867501,0,0,1,0,0
608142929309521301,0,0,1,0,0
608242929166128302,0,0,0,1,0
608342930460180901,0,0,1,0,0
608342930466842201,0,0,1,0,0
608442930450561601,0,0,0,1,0
608442930544190202,0,0,0,1,0
608642930550485002,0,0,0,0,1
608742930527235302,1,0,0,0,0
608842930448699501,0,0,0,0,1
608942930519744202,0,0,0,0,1
609142930478083502,0,1,0,0,0
609142930545018002,0,0,1,0,0
609242930475241401,0,0,1,0,0
609342930519980402,0,0,1,0,0
609442929613635201,0,0,1,0,0
609542928176021402,0,0,0,1,0
609742930471752701,0,0,1,0,0
609942930510039901,0,0,0,0,1
609942930528550401,0,0,1,0,0
611142930519056902,0,0,0,1,0
611242930456564601,0,1,0,0,0
611242930544170802,1,0,0,0,0
611442929236057902,0,0,1,0,0
611442930536252502,0,0,1,0,0
611542928135643301,0,0,1,0,0
611542930463206002,0,0,1,0,0
611542930465552501,0,0,0,1,0
611842930525086802,0,0,1,0,0
611842930528062002,0,0,1,0,0
611942930458139602,0,1,0,0,0
611942930516991901,0,0,1,0,0
611942930525522002,0,0,0,1,0
612142929514163102,1,0,0,0,0
612342928108786601,0,1,0,0,0
612342930457889302,1,0,0,0,0
612342930543404502,0,0,0,1,0
612442930473165602,1,0,0,0,0
612542928601833902,1,0,0,0,0
612742930457760601,0,0,0,1,0
612742930473475701,0,0,1,0,0
612742930509766401,0,0,0,1,0
612942930464604802,0,0,0,1,0
613142930522255301,1,0,0,0,0
613142930527786601,0,0,0,1,0
613142930541713601,0,0,0,1,0
613242930469281302,0,0,0,1,0
613342930527812301,0,0,1,0,0
613642930458178401,0,0,0,0,1
613742930531180301,0,0,0,1,0
613842930474030501,0,0,0,1,0
613842930529166701,0,0,0,0,1
613842930530935001,0,0,1,0,0
614042930510485702,0,1,0,0,0
614142930449855601,0,0,1,0,0
614142930545162802,1,0,0,0,0
614242930526869301,0,0,1,0,0
614342930316630702,0,0,0,1,0
614442930529223002,1,0,0,0,0
614642930460835202,0,0,0,1,0
614942930520133301,0,0,1,0,0
615042930535854102,0,0,0,1,0
615242930529026902,0,0,0,1,0
615242930534894001,0,0,1,0,0
615542930453514002,0,0,1,0,0
615542930472245601,0,0,0,1,0
615542930472598101,0,0,0,0,1
615542930524160001,0,0,1,0,0
615642928791241702,0,0,0,0,1
615642930453924201,0,0,1,0,0
615642930548013602,0,1,0,0,0
615742930472569902,0,0,1,0,0
615742930517542101,0,0,1,0,0
615842930452120801,0,0,1,0,0
615842930464614501,0,0,0,0,1
615842930540550801,0,0,1,0,0
616142930535327501,1,0,0,0,0
616342928009789001,0,1,0,0,0
616342930540564901,0,0,0,0,1
616542930525105801,0,0,0,0,1
616842929189316902,0,0,1,0,0
616842930524612002,0,1,0,0,0
616942930507685202,0,0,0,1,0
617242930472545102,0,0,0,1,0
617542930461420101,1,0,0,0,0
617742930535217001,0,0,1,0,0
617942930460510202,0,0,1,0,0
618042930451043001,0,0,1,0,0
618042930525354301,0,0,0,1,0
618342930517732602,1,0,0,0,0
618442930479187302,0,0,0,0,1
618642930476813602,0,1,0,0,0
618842930525478901,0,0,0,0,1
619042930458308802,0,0,0,1,0
619442930456902601,0,0,1,0,0
619642930461679002,0,0,0,1,0
619642930467832502,0,0,0,0,1
619842930518854401,0,0,0,0,1
621242930519112201,0,0,1,0,0
621342930458041402,0,0,1,0,0
621342930460442702,1,0,0,0,0
621442930509631801,0,0,0,0,1
621442930533515701,0,0,1,0,0
621442930542426801,0,0,0,1,0
621842928305365001,0,0,1,0,0
621942930527380301,0,1,0,0,0
622142930525597202,1,0,0,0,0
622342930454373401,0,1,0,0,0
622342930530575101,0,0,1,0,0
622542930524635402,1,0,0,0,0
623042930453137202,0,0,0,1,0
623042930474490501,0,0,0,0,1
623042930476919301,0,0,0,1,0
623142930537296402,0,0,0,1,0
623342930473502501,0,0,0,1,0
623742930507962602,0,0,0,1,0
623742930536195201,0,0,1,0,0
623942928258542701,0,0,0,0,1
623942930530823901,1,0,0,0,0
624142929684805401,1,0,0,0,0
624142930451687501,0,0,1,0,0
624242930455754701,0,0,1,0,0
624242930475530502,0,0,0,1,0
624342930529722402,0,0,1,0,0
624342930532757901,0,0,0,1,0
624442928726031502,0,0,0,1,0
624442930464003901,0,0,1,0,0
624542930530514701,0,0,1,0,0
624742930142486002,0,0,0,0,1
624742930530714801,0,0,0,1,0
624942930479378202,0,1,0,0,0
624942930509974501,1,0,0,0,0
625042930475269601,0,0,0,0,1
625142930460858601,1,0,0,0,0
625342929466954002,1,0,0,0,0
625442930530055402,0,0,0,1,0
625542930533010301,0,0,1,0,0
625742930470569001,1,0,0,0,0
625842930518152502,1,0,0,0,0
626142930480164301,1,0,0,0,0
626142930540691101,0,0,0,1,0
626142930545055902,0,0,1,0,0
626442930541959602,0,0,0,0,1
626642930534157502,0,0,1,0,0
626742930469978402,0,0,1,0,0
626742930547755901,0,0,1,0,0
626942930531391002,0,0,0,1,0
626942930550762501,0,0,0,1,0
627142930477846402,0,0,0,1,0
627142930519283702,0,0,1,0,0
627242930521030802,0,0,1,0,0
627242930530633202,0,0,1,0,0
627742930535001801,0,0,0,0,1
627742930542430902,1,0,0,0,0
627842930454353502,1,0,0,0,0
627842930455116302,0,0,0,1,0
627842930527026502,0,0,0,1,0
627942930468002802,1,0,0,0,0
628042930476683502,1,0,0,0,0
628242930463571801,1,0,0,0,0
628242930528148101,0,0,0,1,0
628442930546282602,0,1,0,0,0
628542930529940802,0,0,0,0,1
628742930447174202,1,0,0,0,0
629142930462199101,0,0,1,0,0
629342930476512301,0,0,0,1,0
629342930509172202,1,0,0,0,0
629442930454891802,0,0,1,0,0
629442930546221601,1,0,0,0,0
629542930524103602,1,0,0,0,0
629942930465575701,0,0,1,0,0
631342930544564001,0,1,0,0,0
631442930453559201,0,0,1,0,0
631442930465223901,1,0,0,0,0
631442930478758802,0,0,1,0,0
631442930534697501,0,0,0,1,0
631442930544035201,1,0,0,0,0
631542930137891201,0,0,1,0,0
631642930515728402,0,0,0,1,0
631742929269314901,1,0,0,0,0
631842930544615602,0,0,1,0,0
631842930546616102,1,0,0,0,0
632142929417331502,1,0,0,0,0
632142930475451901,0,0,1,0,0
632142930529489601,1,0,0,0,0
632242928242485402,0,0,0,1,0
632242928726267002,0,0,1,0,0
632242930528090201,0,0,0,1,0
632542930460063802,0,0,1,0,0
632742928602899402,1,0,0,0,0
632742930471641102,0,0,1,0,0
632842930545035902,0,0,1,0,0
633042930524124402,0,0,1,0,0
633142930479439902,1,0,0,0,0
633142930480181601,0,0,1,0,0
633142930546696501,0,0,1,0,0
633742930519064501,0,0,0,1,0
634042930454923601,0,0,1,0,0
634142930378995901,1,0,0,0,0
634242930480300802,1,0,0,0,0
634342930517827402,0,0,1,0,0
634342930538918502,0,0,0,1,0
634442928570877701,0,0,1,0,0
634442928601879102,0,0,0,0,1
634442930509229101,0,0,1,0,0
634542930516387001,0,0,1,0,0
634542930518933602,0,0,0,0,1
634542930547167301,1,0,0,0,0
635042930475778201,0,0,0,1,0
635242930466868001,1,0,0,0,0
635242930523886601,0,0,0,1,0
635342930529573401,0,0,0,1,0
635442930450110302,0,0,0,1,0
635442930457627902,0,0,1,0,0
635542930533071202,0,0,0,1,0
635842930448036901,0,0,1,0,0
