BDAP,NORD-EST,ISOLE,NORD-OVEST,SUD,CENTRO
293642930164668102,1,0,0,0,0
293642930446861002,0,0,0,1,0
293742930524691402,1,0,0,0,0
294142930461696302,0,0,0,1,0
294342930527502601,0,0,0,1,0
294742929721498401,0,0,0,1,0
294742930517719501,1,0,0,0,0
294742930542542101,0,1,0,0,0
294942930446267502,0,0,0,1,0
294942930455870402,0,0,0,0,1
294942930531762002,0,0,0,1,0
295442930453856202,0,1,0,0,0
295542928159286201,0,0,1,0,0
295542930480599701,0,0,1,0,0
295542930538104301,0,0,0,0,1
295742930474957402,0,0,1,0,0
295742930524433702,0,0,0,1,0
295842930532647602,0,0,0,1,0
295942930515960302,0,0,0,1,0
295942930516742801,0,0,1,0,0
296242930455377601,1,0,0,0,0
296342930508236301,0,0,1,0,0
296342930517781701,0,0,1,0,0
296442930519883402,0,1,0,0,0
296542930474349602,1,0,0,0,0
296642929820997201,1,0,0,0,0
296742927980095501,0,1,0,0,0
296742930529195101,1,0,0,0,0
296842930458231501,0,0,0,1,0
296842930475425901,0,0,1,0,0
297142930453227601,1,0,0,0,0
297142930460015402,0,0,0,0,1
297142930544064501,1,0,0,0,0
297142930548160502,0,0,1,0,0
297242930550572001,0,0,1,0,0
297442930464887802,1,0,0,0,0
297742930468887502,0,1,0,0,0
297942930447564901,0,0,1,0,0
297942930472700202,1,0,0,0,0
297942930473282202,1,0,0,0,0
298042930524275601,0,0,1,0,0
298242930477089302,0,1,0,0,0
298242930510235002,0,0,0,1,0
298342930447643102,0,0,0,0,1
298342930544433301,1,0,0,0,0
298342930548585002,0,0,0,1,0
298542930475335702,0,0,1,0,0
298542930528293701,0,0,1,0,0
298842930529840402,0,0,0,1,0
299042929197945001,0,0,0,1,0
299242930449084201,1,0,0,0,0
299442930462151402,0,1,0,0,0
299542930517598002,0,0,0,0,1
299642930472921601,1,0,0,0,0
299642930524834302,0,0,0,1,0
299742930528227402,0,0,1,0,0
299742930545005402,0,0,0,1,0
301242930459796901,1,0,0,0,0
301542930508533601,0,0,1,0,0
301542930528796002,0,0,0,1,0
301642930479679501,0,0,1,0,0
301642930524385402,1,0,0,0,0
301842930461762701,0,0,1,0,0
301842930544711402,0,0,1,0,0
301942929839855901,0,0,0,0,1
301942930474861802,0,0,0,1,0
302042930474602301,0,0,1,0,0
302142930528684002,0,0,0,0,1
302142930534298101,0,0,0,0,1
302542930466332502,1,0,0,0,0
302542930541058901,0,1,0,0,0
302542930544385002,0,0,0,1,0
302542930550807001,0,0,0,0,1
302842930457098302,0,0,0,0,1
302942930517101002,0,0,0,1,0
303142930474287802,0,0,0,1,0
303142930522970002,0,0,0,1,0
303242930525631102,0,0,0,1,0
303442929946432702,0,0,1,0,0
303642928077879902,0,0,1,0,0
303742930463339901,0,0,1,0,0
303742930466476901,0,0,1,0,0
303742930474687902,0,0,0,0,1
303942927963809701,1,0,0,0,0
303942930465122701,0,0,1,0,0
304042930476111801,0,0,1,0,0
304142930516774902,0,0,1,0,0
304142930548522101,0,0,0,1,0
304542929249094801,0,0,0,1,0
304542930461310101,0,0,1,0,0
304542930546424301,1,0,0,0,0
304742930530586601,0,0,1,0,0
304842930517668701,0,0,1,0,0
304842930519811202,0,0,1,0,0
305142930508959602,0,1,0,0,0
305442928726076102,0,0,1,0,0
305442930454598402,0,0,1,0,0
305442930471191902,0,0,1,0,0
305542930529910201,1,0,0,0,0
305742930528768702,0,0,0,1,0
306242930537512101,0,0,1,0,0
306442930473335602,0,0,1,0,0
306442930517138902,0,0,1,0,0
306542930533804102,1,0,0,0,0
306642930462906002,0,0,0,1,0
306642930479796202,0,0,0,1,0
306842930453555401,1,0,0,0,0
306842930480406501,0,0,1,0,0
306942930550479101,0,0,1,0,0
307042930532334402,0,0,0,1,0
307142929091435101,0,0,1,0,0
307142930458079601,0,0,0,0,1
307142930474623902,0,0,1,0,0
307242930515916901,0,0,0,0,1
307342930509616201,0,0,1,0,0
307342930534097002,1,0,0,0,0
307442930479630902,1,0,0,0,0
307442930509778802,0,0,0,1,0
307542930524280301,0,0,0,0,1
307742930544301201,0,1,0,0,0
307842928636919901,0,0,1,0,0
308042930455771602,0,0,1,0,0
308142930466652001,0,0,1,0,0
308142930478039102,0,0,0,1,0
308142930529668602,0,0,1,0,0
308142930532520002,0,0,1,0,0
308242930544806301,0,0,0,0,1
308342929901445701,0,0,0,1,0
308342930080355601,0,0,0,0,1
308342930546970002,0,0,0,0,1
308542930477019402,0,0,1,0,0
308742930465134201,0,0,1,0,0
308842930547509501,1,0,0,0,0
308942929843657702,0,0,1,0,0
308942930464926901,0,0,1,0,0
308942930541987802,0,1,0,0,0
309042930531011002,0,0,0,1,0
309142929118744101,0,0,1,0,0
309142930464369601,0,0,0,1,0
309442930462659701,0,0,1,0,0
309542930530726202,0,0,0,0,1
309742930510620701,0,0,1,0,0
309942930545580002,0,0,0,0,1
311442930542281902,0,1,0,0,0
311542930446688901,0,0,0,0,1
311542930455740902,1,0,0,0,0
311642930475115902,1,0,0,0,0
311842930517670502,1,0,0,0,0
311942930455638502,0,0,0,1,0
312042930480484602,0,0,0,1,0
312042930543741001,1,0,0,0,0
312142929704156101,0,1,0,0,0
312142930446570101,0,1,0,0,0
312242930543752601,0,0,1,0,0
312442930454121202,0,0,0,1,0
312542930528071701,0,0,0,1,0
312642930456892002,0,0,1,0,0
312642930515697601,0,0,0,1,0
312842930542735201,0,0,1,0,0
313042928021659402,0,0,0,0,1
313042930517111502,0,0,1,0,0
313142930516351402,0,0,1,0,0
313442930521399602,1,0,0,0,0
313442930533729502,0,0,1,0,0
313542930477137801,0,0,0,0,1
313542930525965001,0,0,1,0,0
313542930540390402,0,0,1,0,0
313642930460297502,0,0,1,0,0
313742930453968502,0,0,1,0,0
313742930525229401,0,0,0,0,1
313942930475403102,0,0,0,0,1
314042930466352302,0,0,0,0,1
314042930543493001,0,0,0,1,0
314242930527104402,0,0,1,0,0
314542930452521402,1,0,0,0,0
314642930525598602,0,0,1,0,0
314742930457973501,0,0,0,1,0
314742930461770301,0,0,0,1,0
314742930543917201,0,0,1,0,0
314942930524836901,0,0,1,0,0
315442930531999501,0,0,1,0,0
315542930519478501,0,0,1,0,0
315542930529561302,0,0,1,0,0
315642930530192301,0,0,1,0,0
315842930530136202,0,0,1,0,0
316642930462545502,0,0,0,1,0
316642930469409301,0,1,0,0,0
316642930530285002,0,0,1,0,0
316742930528486302,0,0,0,1,0
316842930524674801,0,0,1,0,0
316842930534404902,0,0,0,0,1
317042930448374701,0,0,0,0,1
317042930461574402,0,0,1,0,0
317142930448776802,0,0,1,0,0
317242930351294101,1,0,0,0,0
317242930448551201,0,1,0,0,0
317242930509868302,0,0,1,0,0
317242930541173401,0,0,1,0,0
317342930545988302,0,0,0,1,0
317442930478135302,0,0,0,1,0
317442930515782902,0,0,0,1,0
317542930447869902,1,0,0,0,0
317642930460503501,0,0,0,0,1
317642930516056901,0,0,0,1,0
317642930525366102,0,0,1,0,0
317642930534374702,0,0,0,0,1
317742930447601401,0,0,0,1,0
317742930519615102,0,0,0,0,1
317942930545716001,0,0,0,0,1
318042930473003702,0,0,0,0,1
318042930474158602,0,1,0,0,0
318142930545846502,0,0,0,1,0
318242930051124302,0,0,0,1,0
318242930445751301,0,0,0,1,0
318442930451906402,0,0,1,0,0
318442930472979202,0,0,1,0,0
318542929194731901,0,0,1,0,0
318742930519035401,1,0,0,0,0
318942930462878702,0,0,0,0,1
319142930459262201,0,0,0,1,0
319142930473924202,0,0,0,1,0
319242930541495002,0,0,1,0,0
319342930472134402,0,0,1,0,0
319442930529431002,1,0,0,0,0
319542927897875801,0,0,0,1,0
319542930476446802,0,0,0,1,0
319742930534511301,0,0,0,0,1
319942930521968101,0,0,1,0,0
321142929177982401,1,0,0,0,0
321242930519562901,0,0,1,0,0
321342930549425202,0,0,0,1,0
321842930538717302,0,0,0,1,0
322042930475107601,1,0,0,0,0
322042930475841301,0,0,1,0,0
322142930541473402,0,0,1,0,0
322442930518961301,1,0,0,0,0
322542930547495002,0,0,0,1,0
322642929537342401,0,0,0,1,0
322742930519716202,0,0,0,0,1
322742930530703601,0,0,1,0,0
322842930476696802,1,0,0,0,0
323042929488733102,1,0,0,0,0
323042930546015301,0,0,0,1,0
323142930521426302,1,0,0,0,0
323342930509386901,0,0,1,0,0
323342930527679301,0,0,1,0,0
323342930528370002,0,0,0,0,1
323442927975082002,0,0,1,0,0
323742930456266901,0,0,0,1,0
323742930477129001,0,0,0,0,1
323742930516063802,0,0,1,0,0
323842930542709901,0,0,0,1,0
323942930517140201,0,0,1,0,0
324042930516101402,0,1,0,0,0
324142929467067101,0,0,1,0,0
324342930453507201,0,0,0,1,0
324442930473115401,1,0,0,0,0
324442930545607801,0,0,1,0,0
324542930516684901,1,0,0,0,0
324542930529308002,0,0,0,1,0
324742930529490902,1,0,0,0,0
324842930536416901,1,0,0,0,0
324942930516603101,0,0,0,0,1
325842927959121701,0,0,1,0,0
325942930456155801,1,0,0,0,0
325942930509005302,0,0,1,0,0
326242929348469101,0,0,1,0,0
326242930475913001,0,0,1,0,0
326242930479798102,0,0,1,0,0
326242930532815501,0,0,0,0,1
326742930545741002,0,0,0,1,0
326942930462396301,0,0,0,0,1
327042930518364901,0,0,0,0,1
327042930543509002,0,0,0,1,0
327142928822976102,0,0,0,0,1
327142930531769601,0,0,1,0,0
327242930480443201,0,0,1,0,0
327342930519145801,0,0,0,1,0
327442930468325001,0,0,0,0,1
327442930518731202,0,0,1,0,0
327842930545368201,0,0,1,0,0
327942930472483502,0,0,0,1,0
328142930525625702,0,0,1,0,0
328142930530120601,0,1,0,0,0
328442930531385702,0,1,0,0,0
328642930476288101,0,0,0,1,0
328742930447855701,0,0,1,0,0
328742930516958201,0,0,1,0,0
328842930458449401,0,0,1,0,0
329042930528042701,0,0,1,0,0
329142930476959202,0,0,1,0,0
329142930539175902,1,0,0,0,0
329242929307482901,0,1,0,0,0
329342930450180801,0,0,1,0,0
329442930539290901,0,1,0,0,0
329542930459791702,0,0,0,1,0
329742928108713902,0,0,1,0,0
329742930510530302,0,0,1,0,0
331342928577536302,0,0,0,1,0
331342930530428001,1,0,0,0,0
331542930458358102,1,0,0,0,0
331542930518042601,0,0,1,0,0
331642930342522902,1,0,0,0,0
331642930475173601,0,0,1,0,0
331642930515500302,0,1,0,0,0
331742930456837602,1,0,0,0,0
331842930532015701,0,1,0,0,0
331942930518709902,0,0,1,0,0
332042930456928601,1,0,0,0,0
332342930517243401,0,0,0,0,1
332542930464905401,0,0,1,0,0
332742930527107102,1,0,0,0,0
332842930458384002,0,0,1,0,0
332842930526526402,0,0,0,1,0
333042929921931502,0,0,0,0,1
333042930525878601,0,0,1,0,0
333042930526610301,0,0,0,1,0
333142930538263901,0,0,0,1,0
333242929703991002,0,0,0,1,0
333342930544586401,0,0,1,0,0
333542930452004602,0,0,1,0,0
333542930532226401,0,0,1,0,0
333742928623643602,1,0,0,0,0
333742930447710401,0,0,1,0,0
333842930525494501,0,0,1,0,0
334042930480420201,0,0,1,0,0
334142930518709202,1,0,0,0,0
334342930517250501,0,0,1,0,0
334542928757944602,0,1,0,0,0
334642930463735102,0,0,0,1,0
334742930464407302,1,0,0,0,0
334742930550062701,0,0,1,0,0
334842930540429202,0,0,1,0,0
334942930519074702,0,0,1,0,0
335042930456163602,0,0,0,0,1
335242930549567202,0,0,0,1,0
335642930473582201,0,0,1,0,0
335742928811707801,1,0,0,0,0
335842930479885101,0,0,1,0,0
335842930547547102,0,0,1,0,0
336042930529221701,0,0,1,0,0
336142930480247501,1,0,0,0,0
336342928855703402,0,0,1,0,0
336342930479111802,0,0,0,0,1
336542928235791602,0,0,1,0,0
336642930547172801,0,0,0,1,0
336842928235971801,0,0,1,0,0
336942930511301301,1,0,0,0,0
337042930478901701,0,1,0,0,0
337042930532277601,0,0,0,1,0
337142930476072102,0,1,0,0,0
337342930456181701,0,0,1,0,0
337442930525066402,0,0,1,0,0
337542930462685102,0,0,0,1,0
337642930543341001,0,0,0,1,0
337742930526684701,0,0,0,0,1
337842930452940302,0,0,1,0,0
337842930477414902,1,0,0,0,0
337942929800508901,0,1,0,0,0
338042928845019702,0,0,0,0,1
338042930541162002,0,0,0,1,0
338242930461890002,0,0,0,0,1
338442930521976001,0,0,1,0,0
338742930455466002,0,1,0,0,0
338842930548855501,0,0,1,0,0
338942930517342702,1,0,0,0,0
338942930543405802,1,0,0,0,0
339042930474793701,0,1,0,0,0
339042930545527902,0,1,0,0,0
339242930220743401,0,0,1,0,0
339442930523968302,0,0,0,1,0
339642930480766401,0,0,1,0,0
339642930525423102,0,0,0,1,0
339742930526997301,0,0,0,1,0
339842927963711401,0,0,1,0,0
339842930447217001,0,0,1,0,0
339842930550330402,0,0,1,0,0
339942930532939901,0,0,0,1,0
341142929417399601,0,0,0,0,1
341242930518833102,1,0,0,0,0
341242930523112101,0,0,1,0,0
341342930456359501,0,0,0,0,1
341342930477720902,0,0,1,0,0
341442930475907401,0,0,1,0,0
341442930519841401,0,1,0,0,0
341442930538862202,0,0,0,0,1
341442930546207101,0,0,1,0,0
341542930550753601,0,0,0,0,1
341642930529403602,0,0,1,0,0
341742930469756902,0,0,1,0,0
341742930548656502,0,0,1,0,0
341842930524241201,0,0,0,1,0
341942930459636002,1,0,0,0,0
342042928560914101,0,0,0,1,0
342242930460756801,0,0,1,0,0
342442930479952501,0,1,0,0,0
342542930456553701,0,0,1,0,0
342542930508067702,0,0,0,1,0
342642930541899602,0,0,1,0,0
342642930546268701,1,0,0,0,0
342742930540958102,0,0,1,0,0
342842930534602701,0,0,0,1,0
343042930519223402,0,0,0,0,1
343142930525678801,1,0,0,0,0
343242929400142802,1,0,0,0,0
343242929800157201,0,1,0,0,0
343342930464798602,0,0,0,0,1
343342930466774202,1,0,0,0,0
343442930548167501,0,0,0,0,1
343542930548828801,0,0,1,0,0
343642930531569302,0,0,0,1,0
343642930544262102,0,1,0,0,0
343742928912076802,0,1,0,0,0
343842930527264502,1,0,0,0,0
343842930546595402,0,0,0,0,1
343942930548932901,1,0,0,0,0
344042930455560502,0,0,1,0,0
344042930528869902,0,0,0,0,1
344142930479051402,0,0,0,0,1
344242930508956602,0,0,0,0,1
344542930518632701,1,0,0,0,0
344642930531930701,0,1,0,0,0
344742930474743902,0,0,0,0,1
344842930453546402,0,0,0,0,1
345142930452588901,1,0,0,0,0
345242930101315801,0,0,0,1,0
345242930475998202,0,0,0,1,0
345242930478022802,0,1,0,0,0
345242930535683001,0,0,1,0,0
345342929544053901,0,0,1,0,0
345342930466643601,0,0,1,0,0
345342930478327301,0,0,0,1,0
345842930527032402,1,0,0,0,0
345842930527886501,1,0,0,0,0
345942929091386401,1,0,0,0,0
346042930463684402,0,0,0,0,1
346442930545956501,0,0,0,1,0
346542930473729001,0,0,0,0,1
346542930526196101,0,0,0,0,1
346542930534670102,1,0,0,0,0
346542930543801102,0,0,1,0,0
346742930473292901,1,0,0,0,0
346842930518058602,0,0,1,0,0
346942928923773502,0,0,1,0,0
346942930545787402,0,0,0,0,1
347042930542852202,0,0,0,1,0
347142930518996802,0,0,0,1,0
347142930542876001,0,1,0,0,0
347242930518420401,0,0,0,0,1
347342930541527202,0,0,1,0,0
347342930543230401,0,0,1,0,0
347942928176065301,0,0,0,0,1
347942930470091601,0,0,0,1,0
348142930525884202,1,0,0,0,0
348242930472143502,0,0,1,0,0
348342930459843702,0,0,0,0,1
348542928242444802,0,1,0,0,0
348542930458368601,1,0,0,0,0
348642930463647301,0,0,0,1,0
348642930474443601,1,0,0,0,0
348742930550264202,0,0,1,0,0
348842930446522602,0,0,1,0,0
348842930448305701,1,0,0,0,0
349042930522319202,0,0,1,0,0
349042930528256602,0,0,0,0,1
349042930539087601,0,0,0,1,0
349342930462812102,1,0,0,0,0
349442930516840901,0,0,0,1,0
349442930542073801,0,0,0,1,0
349542930463037902,1,0,0,0,0
349542930464233001,0,0,0,0,1
349742930530005702,1,0,0,0,0
349842930526868801,1,0,0,0,0
349842930537161802,1,0,0,0,0
349942930453287002,0,0,1,0,0
351142930518610302,0,0,1,0,0
351242929197737002,0,1,0,0,0
351342930458841902,0,0,0,1,0
351542930472807902,1,0,0,0,0
351542930542392001,0,0,1,0,0
351542930542888401,0,0,1,0,0
351842930473013801,0,0,0,1,0
351842930516795801,0,0,1,0,0
351942930478868202,0,0,0,1,0
352042930457340302,1,0,0,0,0
352042930537324302,0,0,0,1,0
352142930462425302,1,0,0,0,0
352342930460748201,0,0,0,1,0
352442930453460201,0,0,1,0,0
352542930469163501,0,0,1,0,0
352642930459600202,0,1,0,0,0
352642930478847701,0,0,1,0,0
352642930531604201,1,0,0,0,0
352842930534654102,1,0,0,0,0
352942930524844002,0,1,0,0,0
353342930537832101,0,0,0,1,0
353542929613487101,0,0,0,0,1
353542930462492101,0,0,1,0,0
353742929989757001,0,0,0,1,0
353742930449690102,0,0,1,0,0
353842930476422401,0,0,1,0,0
354142930466805102,0,0,0,1,0
354442927929225802,0,0,1,0,0
354642930520764501,0,0,1,0,0
354742930516887001,0,0,0,0,1
354742930525620201,1,0,0,0,0
354842930508660902,0,0,0,1,0
354842930519368602,0,0,0,0,1
355142930548645401,1,0,0,0,0
355242930526529902,0,1,0,0,0
355342930468737802,0,0,1,0,0
355442928697224902,0,0,0,1,0
355642930479523202,0,1,0,0,0
355942930525937802,1,0,0,0,0
355942930529354002,1,0,0,0,0
356242930460398301,0,1,0,0,0
356542930508363702,0,0,0,1,0
356542930547187501,1,0,0,0,0
356942930453980302,0,0,0,1,0
357242930474146102,0,0,1,0,0
357742930453737101,0,0,0,0,1
357742930516969102,1,0,0,0,0
357842929626479301,0,0,1,0,0
357942929642451502,0,0,1,0,0
357942930184642001,0,0,1,0,0
357942930530778202,1,0,0,0,0
358142930544582002,0,0,0,1,0
358242930460895502,0,0,1,0,0
358442928258216002,0,0,1,0,0
358642929321259402,0,0,1,0,0
358742930549587401,0,0,1,0,0
358842930464104801,0,0,0,1,0
359042930531360101,1,0,0,0,0
359042930533227901,0,1,0,0,0
359242930534008902,0,1,0,0,0
359342930547018002,0,0,0,0,1
359542928823136501,1,0,0,0,0
359542930510540501,0,0,0,1,0
359542930546652401,0,0,1,0,0
359542930547704001,0,0,0,0,1
359642930460549701,0,0,1,0,0
359642930474938401,0,0,0,0,1
359642930543976301,0,0,0,1,0
359742930529177501,0,1,0,0,0
359942929703939902,0,0,0,0,1
359942930456560502,0,0,0,1,0
359942930456840101,0,0,1,0,0
359942930524706101,0,1,0,0,0
361142927975121802,0,0,0,1,0
361342930462349102,0,0,1,0,0
361342930477354902,0,0,1,0,0
361342930480586502,0,0,0,1,0
361542930508297202,0,0,1,0,0
361642930480458002,0,0,1,0,0
361642930526437301,1,0,0,0,0
361942930525512301,0,0,0,0,1
361942930530406602,0,0,0,0,1
361942930532111701,1,0,0,0,0
362042930544823201,0,0,1,0,0
362242930460297302,0,0,1,0,0
362242930547052601,0,0,0,1,0
362442930465016701,0,0,1,0,0
362442930549738201,0,0,1,0,0
362642930463508202,0,0,1,0,0
362642930510624401,0,0,0,1,0
362742930460187602,0,0,0,0,1
362742930528277302,0,0,0,1,0
362842930531219902,0,0,0,0,1
363242930533930601,0,0,1,0,0
363542930480759601,0,1,0,0,0
363642929704205701,0,0,1,0,0
363642930533345502,1,0,0,0,0
363742929725351301,0,0,1,0,0
363742930461833501,0,0,1,0,0
363842930473755601,0,0,1,0,0
363942927929319102,0,0,1,0,0
364142930476434801,0,0,1,0,0
364242930539775901,1,0,0,0,0
364242930543965801,1,0,0,0,0
364442930550625301,0,1,0,0,0
364542930546529701,0,0,1,0,0
364742929013050002,0,0,0,0,1
364742930533039701,1,0,0,0,0
364842930545377702,0,0,1,0,0
364942930464560301,0,0,0,1,0
365342929696795902,1,0,0,0,0
365442930462918502,0,1,0,0,0
365542930453482901,1,0,0,0,0
365542930528183702,0,0,0,1,0
365542930545595702,0,0,0,1,0
365642930475386902,0,0,0,1,0
365742929197782602,1,0,0,0,0
365742930451079301,0,0,1,0,0
366042930480305402,0,0,1,0,0
366042930524678302,0,0,1,0,0
366342929230173202,1,0,0,0,0
366342930461666002,1,0,0,0,0
366442930475860401,0,0,0,1,0
366642930516534001,0,0,0,1,0
366742930548750902,0,0,0,1,0
366842930476474902,0,0,1,0,0
366842930544745901,0,0,1,0,0
366942929424165902,0,0,1,0,0
366942930543596502,0,0,1,0,0
367342930531717502,0,0,1,0,0
367442930453595802,0,0,0,1,0
367542930545579601,0,0,0,1,0
367642930538319801,1,0,0,0,0
367742928043720302,0,0,0,1,0
367742930529880302,0,0,1,0,0
367842930518636802,0,0,1,0,0
368042930532028402,0,1,0,0,0
368042930542122402,1,0,0,0,0
368042930549846802,0,0,1,0,0
368142930457605901,1,0,0,0,0
368142930529370002,0,0,1,0,0
368142930530685501,0,0,1,0,0
368342930525229002,0,0,1,0,0
368442930519901401,0,0,1,0,0
368542930472747002,0,0,1,0,0
368542930529988102,0,0,0,1,0
368642929385436301,0,0,0,0,1
368642930533408402,0,1,0,0,0
368742930461061301,0,0,1,0,0
368742930523579301,0,0,1,0,0
368942929160959801,0,0,1,0,0
368942930452764802,0,0,1,0,0
369042930528159301,0,0,0,0,1
369042930543856402,0,0,0,0,1
369442929476744201,0,0,0,1,0
369442930454635702,0,0,1,0,0
369642930447472302,1,0,0,0,0
369742928305303001,0,0,1,0,0
369742930529632401,0,1,0,0,0
369842930184265802,0,0,0,1,0
369842930519868001,0,0,1,0,0
369842930530305702,0,0,0,0,1
369942930462320502,1,0,0,0,0
371142930531876202,0,0,0,1,0
371242930477195101,0,0,1,0,0
371242930527151002,0,0,1,0,0
371342929649371201,0,0,0,0,1
371342930447099902,0,0,1,0,0
371542930453662501,0,0,1,0,0
372042929493873702,0,0,1,0,0
372042930465107002,0,0,1,0,0
372242930460591101,0,0,1,0,0
372242930525378602,1,0,0,0,0
372442930453370702,0,1,0,0,0
372542930550452801,1,0,0,0,0
372642930456949402,0,0,0,1,0
372642930549216101,0,0,0,0,1
372842930470223101,0,0,1,0,0
372842930518254302,0,0,1,0,0
372842930526986302,0,0,0,0,1
373042929735805402,0,0,1,0,0
373042930537235601,0,0,1,0,0
373042930545550402,0,0,1,0,0
373142930476026202,0,0,1,0,0
373142930520861102,1,0,0,0,0
373242930529193902,0,0,1,0,0
373242930533335102,0,1,0,0,0
373642929543954001,0,0,1,0,0
373642930526412302,0,1,0,0,0
373742930508176902,0,0,1,0,0
373742930510758901,0,0,0,0,1
374042930527670901,0,0,1,0,0
374142930449654802,0,0,0,1,0
374142930516963102,0,0,1,0,0
374242930464914402,0,0,0,1,0
374442930475103502,0,0,1,0,0
374442930476794701,0,0,0,1,0
374442930520343301,1,0,0,0,0
374442930534586502,0,0,0,1,0
374642929424230501,1,0,0,0,0
374642930521895602,0,0,0,1,0
374742930449722201,0,0,0,0,1
374842930429014701,0,0,0,0,1
374842930550442702,0,1,0,0,0
374942930517445901,0,0,0,1,0
375042930524971302,0,0,0,0,1
375642928135615002,0,0,0,1,0
375842930456000201,0,0,1,0,0
375842930457831501,0,0,0,1,0
375842930469730202,0,0,0,1,0
376242930521159901,0,0,0,1,0
376342930526305002,0,0,1,0,0
376542930449361902,0,0,1,0,0
376542930459222301,0,0,0,1,0
376542930517808302,0,0,1,0,0
376642930474478102,1,0,0,0,0
376642930510212301,0,0,0,1,0
376842929025362102,0,0,0,1,0
376842929303779501,0,0,1,0,0
376842930454741401,1,0,0,0,0
376942929400309801,0,0,0,0,1
377042930452844201,0,0,1,0,0
377342930546095002,0,0,0,1,0
377642930450262401,1,0,0,0,0
377742930529740002,0,0,1,0,0
377842930527632401,0,1,0,0,0
378042930531933202,0,0,0,0,1
378142930534621701,0,0,1,0,0
378242930480468501,0,0,1,0,0
378442927994754502,0,0,1,0,0
378542930455525302,0,0,0,0,1
378542930527331202,0,0,0,0,1
378642930517357601,0,0,1,0,0
378642930548795902,0,1,0,0,0
378742930508361701,0,0,1,0,0
378842930534603702,1,0,0,0,0
379042928021898801,1,0,0,0,0
379042930529748301,0,0,1,0,0
379142930462597802,0,0,1,0,0
379442930464406301,0,0,0,1,0
379442930525877202,0,0,0,1,0
379642930518465202,0,0,0,0,1
379942930458861702,0,0,0,1,0
379942930538220701,0,0,0,1,0
381142928258160401,0,0,1,0,0
381142930455402501,1,0,0,0,0
381142930517571901,0,0,0,0,1
381242930530479402,0,0,1,0,0
381242930533425301,0,0,0,0,1
381342930464663802,0,0,1,0,0
381342930537371202,0,0,0,0,1
381342930545549801,0,0,1,0,0
381442928592554802,1,0,0,0,0
381542930511082102,0,0,1,0,0
381642928726286801,0,0,0,1,0
381642930462800901,0,0,1,0,0
381842930473491101,0,0,1,0,0
381842930523905901,0,0,1,0,0
382042930478418501,0,0,0,1,0
382242930508843601,0,0,1,0,0
382342930527765702,0,0,0,1,0
382442929816333701,0,0,0,1,0
382442930542936301,0,0,1,0,0
382542930547749401,1,0,0,0,0
382742930459525601,0,0,0,0,1
382742930529938201,0,0,1,0,0
382742930543048902,0,0,0,1,0
382742930545121801,0,0,0,1,0
382942930452010801,0,0,0,1,0
382942930519235701,0,0,0,1,0
382942930527975702,0,0,0,1,0
383042928022064701,0,0,0,1,0
383242928021739302,0,0,1,0,0
383242930526777101,0,0,0,1,0
383442930517005701,0,0,0,1,0
383442930541590302,0,0,1,0,0
383542930478274501,0,0,0,1,0
383642930531412502,1,0,0,0,0
383642930541252702,0,0,0,0,1
383742930522503801,0,0,0,1,0
383842929166292701,1,0,0,0,0
384042930476955701,1,0,0,0,0
384142930474020702,0,0,0,1,0
384342930531682701,1,0,0,0,0
384442930531919902,0,0,0,0,1
384542930531852601,0,0,0,1,0
384642929231919301,0,0,1,0,0
384742930465311101,0,0,1,0,0
384942928967210401,0,0,1,0,0
384942930541042402,1,0,0,0,0
385042930518965302,0,1,0,0,0
385042930542465302,0,0,0,1,0
385242930460781901,0,0,0,1,0
385342930533430402,0,0,0,1,0
385442928043678802,0,0,1,0,0
385542929501805001,0,0,1,0,0
385542930518312701,0,0,1,0,0
385642930453262502,0,0,0,1,0
385842930137776202,0,1,0,0,0
386042930464980502,0,0,0,1,0
386142929047985301,0,0,1,0,0
386142930517200602,0,0,1,0,0
386142930533884901,0,0,0,0,1
386342930509658701,0,0,1,0,0
386342930522489501,0,0,0,0,1
386642930508954301,0,0,1,0,0
386642930545910101,0,0,0,0,1
386742930517778002,0,0,0,0,1
386742930524873801,0,0,0,1,0
386942930516833302,0,0,0,1,0
386942930535033502,1,0,0,0,0
387142929070047801,0,0,0,1,0
387142930545653001,1,0,0,0,0
387242928779095702,0,0,0,1,0
387542930460935401,1,0,0,0,0
387542930517584202,0,0,1,0,0
387542930524891601,0,0,1,0,0
387642930454143201,1,0,0,0,0
387742930508649701,0,0,1,0,0
387742930547812502,0,0,1,0,0
387942928025304302,0,1,0,0,0
388042930518093902,0,0,1,0,0
388042930524151601,0,0,0,0,1
388542930544726801,0,0,0,0,1
388842930464829801,0,0,0,0,1
388942930453069001,0,0,1,0,0
388942930480651502,0,0,1,0,0
389042930537878602,1,0,0,0,0
389142930509577502,0,0,1,0,0
389142930524417401,1,0,0,0,0
389242929417183102,0,0,1,0,0
389242930540877902,0,0,0,0,1
389342930335195702,0,0,1,0,0
389342930480540002,0,0,0,0,1
389542930520053202,0,0,1,0,0
389842930524519702,0,0,0,1,0
389942930447477901,0,0,0,1,0
389942930454321801,1,0,0,0,0
391242930472753802,0,0,0,1,0
391442930534416501,0,0,1,0,0
391542930477955601,0,0,1,0,0
391642930516707901,0,0,0,1,0
391642930523212602,0,0,1,0,0
391742930516466402,0,0,1,0,0
391742930525043601,0,0,1,0,0
391842930517761402,0,0,1,0,0
