Attivo_2008,Attivo_2009,Attivo_2010,Attivo_2011,Attivo_2012,Attivo_2013,Attivo_2014,Attivo_2015,Attivo_2016,Attivo_2017,Attivo_2018,Attivo_2019,Attivo_2020,Attivo_2021,Attivo_2022,Attivo_2023
7201734.0,9286426.0,6935148.0,8383658.0,6215387.32,5386606.805,4557826.29,4391044.34,5299286.505,6207528.67,7115770.835,8024013.0,7648806.89,8134565.65,8377276.74,9090421.5
17951643.0,19269162.0,20581411.0,20480800.0,18710603.22,18492960.97,22127653.08,21261890.33,21899058.7125,22536227.095,23173395.4775,23810563.86,23764066.11,24886592.38,24735171.66,23118869.99
38839922.0,41039449.0,43271877.0,24939502.0,42743121.129999995,44612723.75,43808707.01,43343061.73,41122163.73,41096178.85,40902402.78,42420234.23,46852436.26,48192385.52,51919824.32,55508988.2
21464838.0,24962677.0,25105128.0,26299471.0,26877346.769999996,27832366.61,27394522.810000002,26374999.49,26826462.732499998,27277925.975,27729389.2175,28180852.46,24459012.06,24300669.71,25318638.08,24849396.39
740611.0,850532.0,904443.0,877612.0,899648.3899999999,1008976.95,1070273.73,1029621.534,988969.338,948317.142,907664.946,867012.75,686799.22,1133761.76,1993092.3,2527131.51
15913814.0,16139350.0,17631381.0,17922211.0,17646229.970000003,18122957.78,22775070.380000003,24066383.35,25953036.5,21086796.73,24772022.8,20199453.24,19553828.35,19952200.81,20058964.59,29235115.21
2705631.0,2713704.0,3003968.0,2951829.0,3027822.9799999995,3018830.53,3012681.5999999996,3153200.29,3201542.0233333334,3249883.756666667,3298225.49,3374855.04,3787061.97,4087245.37,4208665.82,4650547.36
14638487.0,15667710.0,15797444.0,15543212.0,15519682.41,14922788.77,14695233.425,14467678.080000002,14937781.485000001,15407884.89,16235438.61,16802142.6,17687539.24,18682461.47,18615511.36,18539718.8
24054019.0,22172802.0,23775512.0,25447507.0,27635762.97,29417485.59,29848047.48,31310209.36,31868861.275,32427513.19,33316911.405,34206309.62,34945996.04,37665844.73,39442048.45,38766283.85
90361208.0,93071014.0,94903428.0,100631892.0,100543087.99000001,105249287.04,104299378.57,104690870.88,109243681.37,108243554.51,109558209.16,110231573.15,112673231.67,114027538.05,117182148.23,117171736.07
9551454.0,10875205.0,29075580.0,27853194.0,28149536.520000003,26127328.82,24803550.29,25008905.07,19831147.0125,14653388.955,9475630.8975,4297872.84,6234164.21,7459799.81,6445910.66,6824611.95
26761088.0,27692588.0,29104235.0,29864277.0,29755068.049999997,30447976.69,31047211.25,30782546.38,32547191.48,32747880.14,32216002.46,32451952.03,32536909.47,34619648.82,36575393.73,40808005.52
8060509.0,8021516.0,9585559.0,10322631.0,10750533.559999999,11471318.95,10969365.56,11224177.72,11288974.15,11504262.05,12151916.25,12950334.16,14393141.69,15823505.93,17633605.93,19130491.71
6362763.0,6368809.0,6327512.0,6069794.0,5936328.220000001,6226617.0,6102099.26,5923743.66,5844769.300000001,5765794.94,6502608.49,6507000.63,6411712.09,8012496.24,7991321.27,7975256.19
32821424.0,33613877.0,33972879.0,35527598.0,33686172.67,34640705.29,35353872.81,34278552.18,32338797.53,30399042.88,28459288.229999997,26519533.58,27192035.63,27575241.36,28474471.92,29315344.76
28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,28480790.4,27480250.99,28641774.55,29156432.45
15413995.0,14812687.0,15573915.0,14949243.0,14734680.91,14955953.3,14693855.49,12720775.98,13120239.385,13519702.79,13265275.23,13588261.6,15010347.61,18234721.43,18156035.08,19551669.04
41611324.0,41524916.0,41059213.0,41535377.0,40847090.86,41124716.61,40705629.97,38705232.58,40907249.69,41477301.56,41835588.48,42527907.42,41974734.58,42303244.96,42795980.9,46024749.65
22456921.0,24116476.0,22178916.0,22820236.0,22523448.259999998,2290470.89,19963355.42,19169006.25,19218568.376666665,19268130.503333334,19317692.63,18799521.63,17498243.76,17996460.57,18346469.92,18724530.42
1555046.0,1522952.0,1568359.0,1670317.0,1788934.8400000003,1930208.15,1887045.5899999999,1861828.47,1621088.76,1380349.05,1139609.34,931187.28,1238627.29,1962515.07,2016270.17,3389672.17
29415260.0,28797040.0,30979166.0,31583394.0,31173335.52,30846363.08,30441630.419999998,28577621.07,28176158.59,28015557.2,31495735.2,32562534.0,33948395.28,34478474.54,35300113.37,36161328.35
28912955.0,28997128.0,29660698.0,30418743.0,31307374.830000002,30668493.78,29549593.21,28430692.64,29423264.25,32756069.51,32378661.44,31349804.72,33162574.23,34772404.01,40135399.92,42105349.12
5471042.0,5536903.0,5443527.0,5538473.0,5439384.48,4941280.100000001,319844.47000000003,4507440.26,4748150.545,4988860.83,11270960.97,3754530.33,3257069.02,4653061.33,4351755.05,5649743.85
13513769.0,13557654.0,14353383.0,15349491.0,15821321.45,15222870.05,14864962.48,10910788.98,10663367.683333334,10415946.386666667,10168525.09,11573718.52,10383906.72,13509110.51,13717199.13,14400240.63
2472564.0,2527544.0,2713328.0,2708107.0,2861842.06,2938411.0500000003,3216060.0,2842283.12,2887400.81,2932518.5,2967053.03,3159278.84,3195204.11,4304560.91,4479019.58,4643896.42
29275775.0,29577107.0,31057213.0,31274450.0,29802679.19,29764114.18,29288964.67,28813815.160000004,30705663.98,31784670.46,30844505.78,32140807.71,33617766.59,35531641.68,37122770.65,38796746.26
27189999.0,23479567.0,22467604.0,30956667.0,30151924.84,30607695.959999997,27093252.89,28475929.259999998,14238940.729999999,1952.2,15159312.639999999,30316673.08,32457184.62,34462489.97,36717809.75,34475562.5
2558746.0,2523330.0,2853862.0,3153990.0,3081365.3800000004,3206817.3,3225587.55,3215349.58,3192248.95,3169148.32,3042007.78,2920527.29,2633218.76,3283999.11,4002231.28,4011668.05
10236002.0,10094583.0,11008746.0,12077772.0,12774516.180000002,11968431.42,11930785.700000001,13354035.15,14988632.925,16623230.7,17412209.09,19166696.17,20841862.98,21895841.78,22101123.44,21178794.6
5246614.0,5455146.0,5613453.0,5671731.0,5881151.930000001,6511041.010000001,6639523.58,6481682.319999999,6888277.324999999,7294872.33,7241233.5,7320992.93,8220386.69,8612532.57,8790103.03,9033909.1
6214169.0,6612028.0,8859013.0,9158815.0,9521851.88,10189665.91,10090184.32,9990702.73,11336284.61,12681866.49,14321923.83,14291784.41,14417653.71,14965645.1,14522990.25,14975748.2
14838210.0,15679475.0,16491265.0,15902001.0,15839505.13,14887830.600000001,14421744.89,13990750.92,13746114.765,13501478.61,14293953.58,15867769.02,16122017.52,16643241.64,16803414.42,17879074.01
47923885.0,47479628.0,51560369.0,51714844.0,52246176.269999996,54133440.79,61876051.900000006,56480940.95,53745939.67,61804196.08,61041770.84,60516285.09,61760586.35,63442424.41,66765923.7,71008171.66
4467033.0,3643958.0,4494818.0,4960314.0,7253800.99,6593101.13,6226468.470000001,5064799.11,4817523.1,5033045.43,5173232.305,5313419.18,6510879.49,6694816.79,7930797.43,7275641.82
51429215.0,52841952.0,52391808.0,49416361.0,51569582.519999996,54609619.29000001,51995537.980000004,52100387.15,52433757.07,53665141.28,55624986.62,56960090.71,57557649.16,58804275.26,59451159.12,64916371.97
11211834.0,11544957.0,12000983.0,12143307.0,12160302.14,1241277564.0,16031263.04,12315881.59,13201827.003333334,14087772.416666666,14973717.83,11768238.725,8562759.62,8623223.42,8858212.38,9251016.87
2882644.0,8756887.0,8645975.0,8235533.0,8046700.51,8105500.4799999995,8139082.29,7879299.609999999,7848469.766666667,7817639.923333333,7786810.08,7997182.88,8194935.92,8284589.8,9028627.04,9214176.1
87072573.0,92753996.0,92749631.0,88197161.0,94087279.12,94358341.58,96862089.82,99365838.06,101563576.94,96072666.04,100293901.35,104149483.3,113067714.63,112989864.85,117399831.06,137324991.14
37405721.0,38827512.0,38531361.0,38235210.0,38618126.239999995,38416135.67,37862993.83,37261117.82,32692783.29,32700137.03,32816628.98,29444636.69,30957404.29,30224373.01,30599462.01,31245893.53
12363745.0,12646619.0,12599717.0,12363881.0,13246216.41,13541707.98,12716671.35,12331200.71,11811734.1525,11292267.595,10772801.037500001,10253334.48,10358895.85,10599990.03,11413716.945,12227443.86
99216333.0,98814619.0,101079458.0,100026710.0,98063354.14000002,97117020.70500001,96170687.27000001,101556438.17,99515146.25,102353242.51,107015909.85,110267386.51,117703013.08,125836942.25,127431281.65,140998211.73
75107954.0,80336394.0,98455333.0,100284101.0,76588050.0,75182918.80000001,78830376.57,79359652.97,89960880.96000001,100562108.95,102210123.91,85941633.21,92175602.66,94051177.87,107866439.3,136191400.95
10451823.0,10497248.0,6109459.0,5829128.0,5050627.79,6386367.12,6998245.91,5704942.15,5495367.5025,5285792.855,5076218.2075,4866643.56,6354489.68,8053116.87,8123022.71,8373121.94
44695978.0,47668935.0,47316080.0,48110028.0,49151430.17,57137286.75,58396690.55,55001530.27,58059793.64,61118057.01,60535621.019999996,59953185.03,63249765.28,69131656.28,72664827.92,78153848.08
57584450.0,55149057.0,58456870.0,58022662.0,63440277.879999995,65270854.669999994,65320697.53999999,68603298.90333332,71885900.26666667,75168501.63,68150181.59,79137294.31,60451562.21,89042681.52,100546215.41,98238774.5
9605608.0,8132700.0,8555182.0,8467500.0,8342697.88,9289756.98,9050316.91,8534418.709999999,8485619.18,8436819.65,8276935.6,8217891.39,8352254.3,8770286.7,10714327.81,11107077.53
12339983.0,13594996.0,14818629.0,16099219.0,15850880.61,14720780.919999998,14451031.620000001,14334014.950000001,14313293.290000001,14292571.63,14231820.03,14355633.97,14808173.6,14930138.05,15069830.34,16131665.64
42746002.0,42513600.0,42257708.0,39739389.0,38760685.4,42504175.120000005,42128769.64,45879126.83,28347182.68,33205528.27,34790535.51,39709339.98,39890507.35,42623883.38,50342274.62,52868482.77
28500761.0,31594629.0,32146170.0,29688996.0,28504084.85,28696833.87,29620211.57,29257096.41,27224960.455,25192824.5,26629034.43,26288193.29,27014804.56,27207785.13,26367505.29,26464318.11
17275180.0,17006147.0,20938990.0,21794034.0,21312878.45,21522345.09,20538360.2,23170706.490000002,23717744.46,24808713.39,25608798.39,25240908.7,27005489.63,27790069.66,28528581.28,28932474.22
10814605.0,11026737.0,9495740.0,9003520.0,10012243.2,10365429.42,9801086.58,9236743.74,8376584.71,7516425.68,6656266.65,5796107.62,5801857.81,5332741.65,7137091.15,6744861.78
22917335.0,23668882.0,30332271.0,29867391.0,28342071.240000002,27905933.35,29200938.83,28004745.81,29423809.695,30842873.58,30994616.585,31146359.59,33258026.23,36916707.11,42346052.08,14799395.29
20188923.0,20783609.0,18474222.0,18483070.0,20023989.22,20290289.5,19821917.8,13557072.65,13631456.535,13705840.42,14524520.67,13993218.83,14130429.28,13468061.93,13842938.57,13740558.34
4324885.0,4360759.0,4539165.0,4529962.0,4283943.41,4175014.7500000005,4015673.2399999998,3887370.98,3800231.435,3713091.89,3722225.42,3927398.01,4035571.08,4408650.55,4396555.96,4529236.8
8663402.0,9016862.0,9101932.0,8280137.0,8253868.48,8529948.47,8679815.67,3474698.05,3634268.783333333,3793839.5166666666,3953410.25,4057331.64,4363647.21,4532683.1,5072229.54,5762144.59
761902.0,800542.0,796873.0,819992.0,804779.25,798687.47,769526.53,788807.74,837476.59,886145.44,931490.63,1001609.16,1146388.45,1374929.22,1540107.88,1718990.35
8837003.0,7133773.0,7156880.0,6659231.0,6522371.220000001,6558400.35,6165810.890000001,5564683.05,5328138.779999999,5091594.51,4855050.24,4618505.97,4455825.01,7866178.58,8946417.36,9152691.92
25816589.0,25816589.0,25816589.0,25816589.0,31584655.520000003,31878606.520000003,32315717.0,23382033.729999997,24861659.1225,26341284.515,27820909.9075,29300535.3,33516685.33,34751927.63,39585457.7,46715041.59
21955681.0,21792613.0,21136762.0,22377112.0,27450322.56,28882851.95,29104030.800000004,25955721.990000002,25923708.98,27296102.47,28035407.71,25832077.65,29463759.71,28795292.73,32018803.14,30591767.58
2985620.0,3069507.0,3936226.0,4014731.0,3976038.71,5293647.58,4775917.46,3617037.5500000003,4213810.56,3271108.55,3486056.9299999997,3701005.31,3734013.23,3660767.16,3991009.37,4374652.09
3765320.0,3576612.0,3511162.0,3476476.0,3375034.96,3254938.05,3196871.84,3200828.8299999996,3192978.803333333,3185128.7766666664,3177278.75,3295315.2,3653467.82,3816899.66,4275652.79,4660368.7
9206429.0,9376372.0,9748305.0,10341182.0,9914546.39,9886764.629999999,9894709.18,9810204.65,11483067.256666668,13155929.863333333,14828792.47,11448637.58,13416203.15,13629730.84,17039303.24,19954899.92
245099266.0,264747698.0,274426949.0,264143966.0,262206993.63000003,267406498.78000003,266232519.99,263687531.26000002,237983760.29,223364742.94,228203843.33,233732737.07,253327035.4,263923165.45,278694301.2,292343893.5
9096805.0,9207788.0,10260788.0,10188134.0,10146575.0,10232828.28,10077818.5,9699523.38,9777159.7225,9854796.065000001,9932432.4075,10010068.75,10305563.7,9928428.21,9952517.31,10009710.81
12959808.0,12598645.0,12831269.0,12906915.0,12621396.0,12635239.0,12660277.0,12643625.0,12867374.783333333,13091124.566666666,13314874.35,13482559.93,14579040.02,15367523.94,15333440.28,15305863.03
4089666.0,4252895.0,4490164.0,4505204.0,4435022.83,4929311.859999999,4805255.26,4836985.720000001,4752773.965000001,4668562.210000001,4584350.455,4500138.7,4743520.46,4763428.55,5016612.22,5216568.3
35413304.0,35628469.0,36960539.0,37514719.0,38059732.910000004,37504955.68,36196463.269999996,35570625.669999994,34035922.29,31266807.25,32307842.14,32530962.27,32642482.75,31362690.33,32040225.87,34676396.98
6894498.0,6971564.0,6853175.0,7053063.0,7235284.4,7422266.31,7477378.5,7961125.65,7410530.21,6859934.77,6960851.9,7488445.89,8860972.57,9646444.69,10941961.99,14048995.78
12578290.0,12984596.0,12613035.0,12522582.0,12137383.1,11816057.36,11425266.299999997,11618587.130000003,13773140.860000001,15927694.59,16110398.87,16586623.08,17269647.46,17743487.01,18448149.38,18272833.19
3919990.0,4852640.0,5474708.0,5982267.0,5416734.7,5574085.2700000005,5413120.37,5580705.61,5593473.045,5606240.48,5619007.915,5631775.35,5407816.73,5191205.63,6209482.07,6391285.74
66307228.0,72118405.0,71650916.0,71129684.0,70520277.05000001,69729994.03999999,72178624.35666665,74627254.67333333,77075884.99,80425760.54,81101648.71,96939627.68,106011474.37,106263256.88,113240286.7,125145675.03
29614750.0,29806132.0,29402266.0,29011800.0,26477797.91,25702213.400000002,24777616.09,24272218.89,25720306.5,25237140.88,25907020.44,25625001.97,28820869.67,31436009.22,31643845.45,34640195.62
8868199.0,6607747.0,7510925.0,8067555.0,8193918.12,8539000.81,8398386.71,8535898.07,10843665.075,13151432.08,15459199.085,17766966.09,19018820.85,19987771.5,21165088.66,20848404.12
4810523.0,4970464.0,5663993.0,5975357.0,6725630.42,6690297.56,6626432.969999999,6681958.699999999,7155364.265,7628769.83,7372920.44,7245684.08,6800112.27,6915462.71,6477624.79,7121819.03
5358044.0,6443270.0,4466454.0,4303091.0,4362608.02,6579446.43,7165183.93,5983485.600000001,6647565.676666667,7311645.753333334,7975725.83,9944802.57,15581783.6,13906029.32,18032549.24,16917609.57
12876791.0,12980453.0,12454436.0,12952698.0,13100882.790000001,13961649.38,13997321.049999999,13886951.9,10319706.035,6752460.17,7964672.1,8410605.71,9222754.38,11304671.41,11913745.34,12700126.65
36871238.0,38355490.0,39178472.0,38625462.0,40914320.0,53388812.870000005,51678111.69,40153189.6,40302951.69,40499537.91,33930632.22,36557335.37,36451057.88,37993857.3,37517265.26,41527788.6
7304663.0,7253612.0,9012469.0,8837350.0,9207296.14,9516889.36,9587648.41,9446372.28,9170747.879999999,8895123.48,9115350.16,9147476.4,9245463.7,9551057.6,11618267.94,9551484.62
6267000.0,6492182.0,7931011.0,6905480.0,6479023.390000001,6384452.45,6373287.58,6334557.19,6328004.7,6321452.21,6529674.99,6691357.92,6630543.02,6414027.03,6085085.05,5942578.79
443890953.0,444090526.0,445688410.0,437419916.0,430681139.84000003,426444132.51,430216441.61,407362444.84999996,438855254.44,478418966.88,480222286.02,493404527.03,510355647.89,531094075.6,557344737.27,797237394.88
118512599.0,120221475.0,119193912.0,117944029.0,118775878.38,120604232.76,120105473.64,118493036.14,121067990.19,137158049.91,135333443.31,132847847.43,133502647.21,131668452.95,134214964.89,132522133.66
22059288.0,30481850.0,33818636.0,34179261.0,32884530.06,33047141.830000002,35196664.3,34159399.62,39661424.77,40605869.94,41734801.79,33230365.91,36703146.46,33536292.35,33452974.22,34017532.62
10927686.0,13097871.0,17084436.0,16659111.0,14871473.52,17998547.75,26944801.77,27857472.669999998,25573532.436666664,23289592.203333333,21005651.97,19921862.32,21664364.84,24708368.65,31122881.69,26969739.62
7573664.0,8160001.0,8149281.0,7195251.0,5240605.89,7471536.8,7254124.47,5881903.399999999,6038385.395,6194867.39,6351349.385,6507831.38,6249668.8,6116277.3,6829540.45,9869507.19
11893090.0,14028421.0,14685486.0,14540438.0,13916465.490000002,13863874.59,13983256.57,13341994.04,13977461.573333332,14612929.106666667,15248396.64,57350520.11,56751837.38,54586973.03,53308902.29,52059492.78
47792297.0,49581335.0,51383510.0,56324079.0,58007289.559999995,58125138.77,57072915.67,55659653.17,55707338.01,56157991.96,55912312.04,56322198.86,57123543.84,58451753.07,61569777.12,62636333.55
3892202.0,3940340.0,3425009.0,3851618.0,3952573.66,3992934.1399999997,3861687.27,3708505.47,3888086.94,4067668.41,4247249.88,4435904.62,4769115.71,4649987.11,4937699.49,5479229.76
41098890.0,34150728.0,34742016.0,38576114.0,40557670.79,41344122.49,40825572.91,39111906.089999996,39980643.26,41216972.79,40093506.79,41090557.12,42808578.12,44372660.82,47192832.64,48222771.75
9341792.0,9700047.0,11239191.0,11807099.0,12007432.709999999,12380239.73,12754577.209999999,12650506.03,13696837.51,14743168.99,15078781.135,15414393.28,17921036.3,17926262.78,19144332.98,22018955.37
9840141.0,10143127.0,10576058.0,10550315.0,10157955.069999998,12329073.03,10738595.66,9334917.3,10724892.637500001,12114867.975000001,13504843.3125,14894818.65,16694454.72,17708532.56,15370493.63,22607734.56
6154769.0,6103115.0,6372000.0,6459467.0,7920756.109999999,7759911.07,8173823.78,8054013.12,8232688.423333333,8411363.726666667,8590039.03,9603545.45,9542596.51,10264024.08,10318024.97,10363543.37
16081276.0,19239053.0,20882589.0,20109440.0,21178873.34,21435064.51,18963975.4,18056803.060000002,17879994.233333334,17703185.406666666,17526376.58,17835316.39,18678221.02,20871279.55,28607767.63,24152230.12
1463899.0,1580520.0,1611721.0,1670383.0,1802334.35,1887656.15,1879791.29,1798203.5899999999,1976158.9366666665,2154114.283333333,2332069.63,2551299.57,2855676.67,3200796.44,3223354.3,3418215.15
8371058.0,9704164.0,10419165.0,10344717.0,10362394.370000001,12537810.37,12910939.29,11663218.78,13658136.395,15653054.01,18864598.6,16365133.88,17252751.12,19610306.53,20840151.48,21023378.67
19787456.0,18918909.0,21658142.0,20095124.0,17853197.4,17854529.57,18584236.67,17843636.51,17339487.895000003,16835339.28,16331190.665000001,15827042.05,17507955.75,17326469.47,19952424.73,23235011.74
348623687.0,342422018.0,345697447.0,345723249.0,349244109.18,326111351.61,322791166.62,314303862.46,449816972.81,546652229.6,584948960.14,596803599.46,610103224.69,627829026.25,647599193.69,685941983.31
75560519.0,75842264.0,79646598.0,87815463.0,86941695.89,89449123.69999999,94048199.33,85591957.064,77135714.79800001,68679472.532,60223230.266,51766988.0,46979044.26,103228013.57,118460132.04,122189929.07
23291887.0,23619865.0,26146912.0,26521283.0,27289453.450000003,27837402.48,27722961.950000003,27993942.119999997,28414044.93,28834147.74,29254250.55,29801067.51,30395038.48,32698828.55,34993693.22,36748389.99
15292553.0,14808945.0,15114565.0,15362797.0,14774461.09,15707452.830000002,14761817.330000002,13975904.780000001,14058030.56,14140156.34,14087567.61,12495933.85,12973261.27,13542766.97,14855763.23,15157707.7
12745751.0,15942903.0,15449760.0,15027652.0,15782556.95,15960455.349999998,16010736.629999999,16144447.6,16374441.963333333,16604436.326666668,16834430.69,17397143.87,18844008.62,18856232.78,20174499.47,20633910.5
81332561.0,83956873.0,79989793.0,79460100.0,79370173.26,80855744.66000001,77458913.88,79083488.7,86232858.53,87962245.44,87111757.84,85114565.12,91861597.58,97183647.22,102237302.53,106860713.93
223585.0,254898.0,534776.0,527078.0,520259.52,567834.44,679800.15,687412.71,778686.62,869960.53,863483.85,638712.49,788082.84,1140686.05,1226245.6,2948337.6
35373803.0,34337249.0,34022452.0,34334586.0,34469014.42,33786332.62,33343287.439999998,32900242.259999998,32742234.21,34851259.92,35000247.62,34954969.87,32772191.49,33925685.28,36350402.62,41680938.32
8245942.0,7773484.0,9294496.0,9725106.0,10472179.8,10990618.24,10822206.93,10536138.700000001,10842948.24,11149757.780000001,11456567.32,11763376.86,12007958.09,12266810.22,12417663.98,13654352.53
10606626.0,18471709.0,18263195.0,17528273.0,16086591.82,16914352.05,14800731.14,11066496.45,12294502.855,13522509.26,14750515.665,15978522.07,20014712.5,20441564.09,22685222.33,21509469.77
25744838.0,27131415.0,25099930.0,25558344.0,23893431.069999997,23668572.85,21985029.46,23502696.2875,25020363.115000002,26538029.9425,28055696.77,29562209.57,31382711.62,30400428.95,30063988.99,33025989.2
40424815.0,43652790.0,41231786.0,41440919.0,38739766.54,38298527.99,38269380.230000004,35093181.08,33751371.873333335,32409562.666666668,31067753.46,29442388.2,31058652.03,31238576.29,31654730.64,36101262.43
13158523.0,13110604.0,13916775.0,13832959.0,14327425.620000001,14051777.29,13408997.79,12953889.830000002,13380421.307500001,13806952.785,14233484.262500001,14660015.74,14543945.92,14493961.87,14272441.29,14042382.56
12076843.0,12722014.0,12915450.0,13288404.0,12941871.46,12790122.24,13482836.459999999,13096731.540000003,12852840.713333335,12608949.886666669,12365059.06,12294107.23,12910381.36,13061219.06,13887719.91,14818752.85
9757059.0,9566027.0,6404874.0,6505242.0,6459927.57,6099688.210000001,6321832.33,6387827.65,6636295.7425,6884763.835,7133231.9275,7381700.02,6672110.69,6900038.0,7594053.55,8081020.34
138038532.0,148190468.0,154045460.0,151159861.0,146743823.48,143971658.69000003,152319114.76,164013746.67000002,175708378.58,180441908.59,173132899.01,187404296.49,190078013.84,200159535.8,197340130.31,209819518.62
42947270.0,43211619.0,42609518.0,39990082.0,39244916.66,40429194.37,41248156.07,38389252.230000004,52788744.1,52417706.1,54609380.57,54311681.7,57404292.59,60448810.81,62230654.42,64815831.07
408455666.0,401190069.0,430366049.0,440131360.0,413913083.89,427539211.36,433993383.9325,440447556.505,446901729.0775,453355901.65,525356839.39,553653726.17,546857576.88,555305064.42,575511288.06,570024185.34
17719879.0,18531302.0,17823594.0,17996631.0,18018493.12,17997544.48,18250899.79,19142193.69,18966869.336666666,18791544.983333334,18616220.63,18898788.44,18566993.58,19011626.43,19726597.73,20450642.03
10622841.0,11289151.0,11219533.0,11026070.0,11635346.34,11705885.7,11500420.649999999,11222001.22,8904945.525,6587889.83,4270834.135,1953778.44,1947535.92,2132368.71,2536851.29,2761133.0
8329014.0,8955228.0,8856752.0,9121550.0,9716971.309999999,9766633.92,13397538.830000002,12160477.969999999,11352846.73,10217091.96,10089294.39,9961496.82,9976058.25,10947374.5,11764881.55,12523754.77
3209692.0,3271164.0,3365619.0,3521502.0,3504957.9599999995,3504666.4699999997,3557960.58,3614505.1900000004,3547664.825,3480824.46,3386306.5,3463295.61,3578187.89,3748526.95,3892151.06,4001312.96
8726609.0,8588537.0,8403419.0,8895327.0,8803094.95,10041335.780000001,10659989.75,9755743.2,9906961.69,12193990.57,15465512.91,15010247.53,12261783.67,13076974.37,14343066.88,15004526.26
109702478.0,114482651.0,122203636.0,122103977.0,120722805.89,114562816.56,113054877.39999999,113874306.19,113763457.905,113652609.62,150038938.03,151404334.96,158056278.61,163339876.85,170315943.41,172483905.07
76656752.0,76806009.0,78709037.0,79893383.0,77937916.87,81401625.92999999,78373675.73000002,78617582.38000001,75960445.07,79563326.7,80048642.32,83601699.58,86255877.58,89736743.43,91664261.54,102032499.29
10033517.0,9222604.0,9462874.0,10756200.0,10249429.22,7475790.16,7196815.220000001,7153208.54,7839809.5525,8526410.565,9213011.5775,9899612.59,9985839.87,11650136.32,11601741.04,11450233.03
21018999.0,21575039.0,20911685.0,20063705.0,20567379.43,20500106.48,19985795.64,21549641.499999996,20945907.764999997,20342174.029999997,19738440.294999998,19134706.56,20492560.31,20961964.16,22122519.81,23012355.74
195119448.0,194734305.0,199705932.0,209214405.0,213193258.71,213532987.09,207704112.42,199794077.4,213784011.5,229981098.53,225292631.37,228554829.09,236159021.39,235752047.3,260174506.18,272875002.27
2435841.0,2316128.0,2281803.0,2304435.0,2608995.33,2576134.41,2407179.16,2402282.67,2538572.7666666666,2674862.8633333333,2811152.96,2968965.6,3351298.96,3468445.6,3919371.9,4189217.33
9932530.0,13444630.0,18676634.0,13059589.0,29282978.630000003,12783911.969999999,13581203.149999999,10920352.5,10687112.9925,10453873.485,10220633.977500001,9987394.47,10238365.74,10221416.73,11666580.29,12196630.44
33205936.0,36095158.0,36827775.0,35795385.0,39458442.980000004,40689330.760000005,40695105.760000005,41982130.34,42990672.87,45265733.94,46408115.08,48360951.91,51493287.86,53312995.53,55352125.92,56515639.23
6297494.0,7199818.0,9903821.0,13918630.0,13685121.08,11308884.870000001,11339857.76,11396671.2,9792203.766666666,8187736.333333334,6583268.9,6751779.63,7347055.37,7954728.72,7947463.5,9095064.09
8707616.0,10501282.0,23679622.0,11741574.0,12224606.99,12356671.5,12130174.89,11610890.58,11792330.77,11973770.96,12155211.15,12336651.34,12836342.4,12367039.51,11838582.11,12219501.17
29682202.0,29224184.0,33884676.0,34064943.0,35185092.449999996,34098400.349999994,33928945.52,35351541.72,33884676.86,31902516.79,31404262.44,40424419.69,48938014.16,47681101.64,47866764.83,49009117.71
7153131.0,7099161.0,8634446.0,8376440.0,8492327.16,7975310.619999999,8241379.51,10058391.59,10275228.665,10492065.74,10708902.815000001,10925739.89,11211122.02,10577635.18,10577635.18,11278184.97
4792407.0,4957038.0,5070268.0,5147570.0,5395202.82,5684873.77,5642640.180000001,5455352.12,8482521.545,11509690.97,7027484.47,6826649.05,6770076.64,6744905.76,6794314.65,7355981.23
12230469.0,11301817.0,5132714.0,8792298.0,6397619.62,6487119.470000001,8133133.39,8068306.6899999995,8701484.39,9334662.09,9967839.79,10601017.49,10519865.28,11656692.31,13294257.44,14576876.44
27350157.0,24485519.0,23071909.0,22543954.0,21942573.509999998,21385120.14,20827844.1,23708390.28,24577401.27,24219413.26,24721298.73,23030898.02,23195342.32,23416319.37,22841936.25,26194453.39
17466384.0,17227189.0,16936982.0,17087693.0,16995136.38,17917701.560000002,18933718.020000003,20155450.18,18537532.49,16919614.8,15301697.11,13683779.42,13961321.13,15335321.38,16914970.8,18995978.33
63548278.0,63517464.0,68343285.0,67194726.0,67483374.44000001,66177562.66,62980574.88,63017946.74,62689990.795,62362034.85,62367682.865,62373330.88,95278848.0,73750282.33,73488639.04,76332799.37
34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,34133996.75,33825667.37,31894920.18,33008321.37
34581709.0,39469459.0,46502653.0,49451975.0,41114342.95999999,44522342.42,48077390.739999995,22920483.93,22811180.9825,22701878.035,22592575.0875,22483272.14,22083565.16,22202082.83,22576325.15,23883271.62
15362417.0,14740096.0,23236727.0,19263563.0,18631655.29,18967246.41,24704094.71,19427905.0,20741164.58,22054424.16,23367683.74,23780832.36,23709707.69,23382077.08,24206634.82,23743417.65
1783112.0,1891361.0,1913384.0,1895895.0,1836834.0,1897598.0,1937855.27,1937037.46,2144264.11,2351490.76,2322239.9,2370716.85,2470700.73,2512534.22,2640524.08,2676528.41
