BDAP,Accertamento in CC ENTRATE DA SERVIZI PER CONTO DI TERZI,Accertamento in CC ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,"Accertamento in CC ENTRATE DERIVANTI DA ALIENAZIONE, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONI DI CREDITI",Accertamento in CC ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Accertamento in CC ENTRATE EXTRATRIBUTARIE,Accertamento in CC ENTRATE TRIBUTARIE,Riscossione in CC ENTRATE DA SERVIZI PER CONTO DI TERZI,Riscossione in CC ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,"Riscossione in CC ENTRATE DERIVANTI DA ALIENAZIONE, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONI DI CREDITI",Riscossione in CC ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Riscossione in CC ENTRATE EXTRATRIBUTARIE,Riscossione in CC ENTRATE TRIBUTARIE,Riscossione in CR ENTRATE DA SERVIZI PER CONTO DI TERZI,Riscossione in CR ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,"Riscossione in CR ENTRATE DERIVANTI DA ALIENAZIONE, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONI DI CREDITI",Riscossione in CR ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Riscossione in CR ENTRATE EXTRATRIBUTARIE,Riscossione in CR ENTRATE TRIBUTARIE
111142930451558302,193.4533368644068,109.42164194915254,541.0750158898305,505.607123940678,1374.9681091101695,493.69567266949156,189.27398305084748,109.42164194915254,423.53376588983053,211.87166313559322,697.6607627118644,423.5248252118644,2.835248940677966,111.22881355932203,998.889719279661,27.533283898305083,684.4745974576272,1.2131408898305085
111142930456078402,111.25374092685651,0.0,101.56742043551088,661.3278001116695,111.08799553322164,225.877761027359,107.68150753768843,0.0,68.55977666108319,628.8381183696258,101.17398101619207,82.24720826353992,1.9454383026242323,0.0,316.2427191513121,92.43147403685093,36.96924623115578,101.12098827470687
111142930549694901,37.18579970420453,0.0,49.226204310162686,89.40189414747518,77.77461440946546,170.53512360025354,37.18399957743503,0.0,49.226204310162686,89.40189414747518,74.3698690048595,160.02505704627086,0.26579125290513417,0.0,13.454041833931967,4.520578914008029,5.67127931544475,7.866829706317347
111242928159168602,220.11465794170135,0.0,1364.140267697799,720.8261570493754,638.8289886972041,148.70728732897084,181.33099345627605,0.0,249.71898869720405,699.7141522903033,606.5836228435455,144.8421237358715,74.07573468173706,0.0,801.5239916716241,16.891624033313505,55.987578822129684,4.094164187983343
111342928035516202,75.02570164034191,831.6996965505796,57.1149544964178,295.61617161351,97.70578075295289,493.96174020082435,73.63310143564493,831.6996965505796,14.911834250781444,128.80522087909048,53.68664794888108,301.5295922657741,2.3040554894747034,7.3303706674780775,14.213423141821803,31.861629277198418,21.452868247074772,93.80758623551215
111442929417157902,196.20188405797103,0.0,52.7165670289855,121.9601902173913,33.538097826086954,276.95144927536234,195.2661956521739,0.0,39.22912137681159,68.90858695652175,8.200235507246378,207.11660326086954,0.0,0.0,78.05615036231885,1.6317753623188407,8.552436594202899,49.260353260869564
111642930521380602,677.9363518197574,0.0,1052.0767764298093,162.66744367417675,78.90790294627384,499.03728769497405,349.1273570190641,0.0,177.5006239168111,48.049835355285964,42.85623050259965,330.93040727902945,1.3691507798960139,2.2793760831889083,873.9867504332756,74.9036048526863,22.39824090121317,168.34110918544192
111742930520228201,58.45951465141966,386.8143427977389,120.70240920018193,90.3730712754207,95.494563706062,449.8211617178871,55.027356896887795,386.8143427977389,18.317202910792023,75.23226625950231,20.84202520953804,319.68676434279774,2.2873965304398673,5.102324735234878,5.8708245078292505,4.56666883243454,43.72938405561692,58.12707101552856
111742930546032201,64.8409726443769,107.9384802431611,506.32613981762916,98.4272036474164,194.21410334346504,531.2927963525835,60.129726443768995,0.0,251.02085106382978,98.4272036474164,110.10808510638297,393.06094224924016,7.142857142857143,45.59270516717325,419.3531306990881,0.0,120.85732522796354,249.89504559270517
111842930472913601,94.13078713783287,0.0,17.267119410484007,478.7189867693853,298.340514989114,301.64318288393906,88.19132389884442,0.0,15.932399933009545,401.9408089097303,209.00537430916097,171.6464243845252,2.6168104170155755,71.73967677106012,63.33147713950762,112.55633311003182,139.73520599564563,38.13612795176687
111942930075789802,78.70618614415675,0.0,111.98888033589922,139.509489153254,111.08221133659903,798.1093491952414,78.70618614415675,0.0,32.88202239328202,124.90742477256822,95.54409377186845,686.1658852344297,0.08565430370888734,0.0,42.241182645206436,28.52188943317005,16.07176347095871,55.83811756473058
111942930475464201,42.44883873231201,331.08190504034616,13.4799766109227,126.44201964682493,125.32518769734533,288.3522430125132,41.17759209449188,331.08190504034616,6.637085720968308,110.48950064319962,86.15548239971933,201.98200093556306,1.555330370716875,0.17381592796164191,5.8472693252251196,8.771612676879897,18.99337738276225,83.06481464156239
112242929589459502,376.60272040302266,52.29929471032745,341.9860201511335,906.9521410579345,333.15637279596973,359.7713350125945,366.01811083123425,52.29929471032745,341.9860201511335,802.905944584383,184.78052896725438,259.6494962216625,4.408060453400504,59.83778337531486,93.07171284634761,227.58879093198993,36.63314861460957,115.07309823677583
112442930475351402,45.8138766395182,0.0,157.76507790869223,161.7530132778238,35.28782401325761,508.3950257674663,44.410124694327116,0.0,43.022661425597704,82.65484125219781,22.647195893373212,279.3668897152442,0.9920005658737697,3.4608797316141553,23.377221559790627,24.120405206038683,4.790261918716276,129.0975495644793
112442930547500901,251.9623015873016,0.0,3292.7980952380954,484.62642857142856,538.0747619047619,954.5976984126984,241.7465873015873,0.0,3292.7980952380954,437.00738095238097,177.58238095238096,378.83373015873013,14.64579365079365,0.0,1760.7595238095237,0.0,151.31984126984128,255.34301587301587
112542930549591602,199.52018932874353,0.0,438.70845094664367,535.1986230636834,301.5631153184165,297.9643029259896,188.2136660929432,0.0,438.70845094664367,482.11796901893285,156.36752151462994,254.17297762478486,2.6667297762478483,0.0,281.72311531841655,35.077211703958696,87.92619621342511,63.32920826161789
112642930518447902,65.80437346437346,0.0,31.734181818181817,65.34866339066339,158.46098280098278,493.8538624078624,63.21554791154791,0.0,30.35826044226044,60.75172481572481,100.92738083538083,285.68866339066335,0.4914004914004914,0.0,12.294299754299756,0.0,37.394574938574934,44.38857002457003
112642930527384301,88.7610258780037,0.0,310.08219038817003,1190.3206931608133,53.470027726432534,439.57919593345656,88.71804990757855,0.0,229.06827171903882,1046.540831792976,34.00777264325324,167.77186691312386,7.1335582255083185,0.0,818.6500646950093,260.0702865064695,21.047005545286506,115.51075785582255
112942930456488402,80.48087830080368,423.49876578645234,292.16445464982775,129.1684730195178,80.93481056257176,407.13588978185993,77.25610792192883,423.49876578645234,151.53685419058553,94.93667049368541,54.46545924225029,324.8953329506315,5.047818599311136,204.0437083811711,74.1171297359357,26.244259471871413,17.169638346727897,66.43292192881745
