BDAP,Accertamenti ACCENSIONE PRESTITI,Accertamenti ANTICIPAZIONI DA ISTITUTO TESORIERE/CASSIERE,"Accertamenti ENTRATE CORRENTI DI NATURA TRIBUTARIA, CONTRIBUTIVA E PEREQUATIVA",Accertamenti ENTRATE DA RIDUZIONE DI ATTIVITA' FINANZIARIE,Accertamenti ENTRATE EXTRATRIBUTARIE,Accertamenti ENTRATE IN CONTO CAPITALE,Accertamenti ENTRATE PER CONTO TERZI E PARTITE DI GIRO,Accertamenti TRASFERIMENTI CORRENTI,Riscossioni in CC ACCENSIONE PRESTITI,Riscossioni in CC ANTICIPAZIONI DA ISTITUTO TESORIERE/CASSIERE,"Riscossioni in CC ENTRATE CORRENTI DI NATURA TRIBUTARIA, CONTRIBUTIVA E PEREQUATIVA",Riscossioni in CC ENTRATE DA RIDUZIONE DI ATTIVITA' FINANZIARIE,Riscossioni in CC ENTRATE EXTRATRIBUTARIE,Riscossioni in CC ENTRATE IN CONTO CAPITALE,Riscossioni in CC ENTRATE PER CONTO TERZI E PARTITE DI GIRO,Riscossioni in CC TRASFERIMENTI CORRENTI,Riscossioni in CR ACCENSIONE PRESTITI,Riscossioni in CR ANTICIPAZIONI DA ISTITUTO TESORIERE/CASSIERE,"Riscossioni in CR ENTRATE CORRENTI DI NATURA TRIBUTARIA, CONTRIBUTIVA E PEREQUATIVA",Riscossioni in CR ENTRATE DA RIDUZIONE DI ATTIVITA' FINANZIARIE,Riscossioni in CR ENTRATE EXTRATRIBUTARIE,Riscossioni in CR ENTRATE IN CONTO CAPITALE,Riscossioni in CR ENTRATE PER CONTO TERZI E PARTITE DI GIRO,Riscossioni in CR TRASFERIMENTI CORRENTI
111142930451558302,0.0,83.57543336944745,778.6868526543878,0.0,1289.824414951246,1084.7337215601299,529.7071939328277,384.3108938244854,0.0,83.57543336944745,742.6381852654388,0.0,916.9986348862406,488.619826652221,528.6065276273023,149.75692849404115,0.0,0.0,16.771744312026,0.0,240.2916576381365,992.4324052004333,0.6529469122426869,207.17986998916575
111142930456078402,0.0,0.0,850.7734579976985,0.0,76.75203107019563,19.33085155350978,148.8508170310702,666.6485443037974,0.0,0.0,727.1578883774453,0.0,15.875408515535097,17.46149597238205,123.90366513233602,624.6533831990795,0.0,0.0,56.26855581127733,0.0,30.376277330264674,94.88396432681242,3.067324510932106,52.89855581127733
111142930549694901,0.0,0.0,270.5919586759435,0.0,92.4965348935273,119.35356419987349,46.36324794433903,15.142958043432428,0.0,0.0,250.03709782837868,0.0,86.3857284419144,108.58347564832384,46.183162555344715,15.142958043432428,0.0,0.0,32.98243727598567,0.0,11.155287792536368,0.1532258064516129,0.4975532363483028,0.0
111242928159168602,330.94812164579605,0.0,260.0978711985689,0.0,675.7185867620751,1841.6070602265952,511.2895527728086,481.0705068574836,0.0,0.0,251.8414251639833,0.0,586.6490399522958,1518.1780083482408,499.1803279666071,479.63937984496124,0.0,0.0,13.482677400119261,0.0,51.2292725104353,349.7111687537269,0.0,2.587447823494335
111342928035516202,0.0,0.0,666.7096280896943,0.0,160.979409875552,94.35708292710902,150.63644577622298,205.87060188105752,0.0,0.0,459.3761498537592,0.0,56.01400527613695,38.311172219991974,123.98786746573377,114.14983282674773,0.0,0.0,158.47784051155588,0.0,40.313023742616274,20.992877501863852,7.812447668750358,33.870470264380344
111442929417157902,0.0,658.4319550982226,646.4847801683817,0.0,93.51712815715622,99.68647333956969,97.27539756782039,64.31588400374181,0.0,572.4903741814779,520.0758185219833,0.0,63.865491113189904,78.96804490177736,96.95835360149673,31.341468662301214,0.0,0.0,144.4483255378859,0.0,14.535575304022451,0.0,3.570832553788587,0.0
111642930521380602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111742930520228201,14.704325050809677,285.4367737494264,446.0881079131974,0.0,174.85748311807512,20.89638300662165,167.07977250376976,119.40445027207763,0.0,285.4367737494264,356.6570261587884,0.0,30.53176620992592,4.44599619746935,157.8608680259621,109.31288926768505,0.0,0.0,45.90968793024323,0.0,17.904924277191373,7.54625254048384,5.620059660394677,0.002163508817937455
111742930546032201,0.0,0.0,853.5795890410959,0.0,240.3489726027397,625.3415068493151,193.9667808219178,54.68154109589041,0.0,0.0,829.7376027397261,0.0,238.30832191780823,195.88945205479453,193.9667808219178,52.73068493150685,0.0,0.0,12.622431506849315,0.0,142.75133561643835,100.8988698630137,0.0,5.758184931506849
111842930472913601,0.0,0.0,401.862254188526,0.0,290.1370519546455,153.263817058724,151.04004653917752,540.3806735488238,0.0,0.0,294.2843560670164,0.0,179.37182095109156,38.439819766457944,150.78619647994586,501.1239659840921,42.087378575055006,0.0,103.18093670671857,0.0,57.3354315451007,23.628504823151125,0.31233372821120325,98.49284904383144
