BDAP,Accertamenti ACCENSIONE PRESTITI,Accertamenti ANTICIPAZIONI DA ISTITUTO TESORIERE/CASSIERE,"Accertamenti ENTRATE CORRENTI DI NATURA TRIBUTARIA, CONTRIBUTIVA E PEREQUATIVA",Accertamenti ENTRATE DA RIDUZIONE DI ATTIVITA' FINANZIARIE,Accertamenti ENTRATE EXTRATRIBUTARIE,Accertamenti ENTRATE IN CONTO CAPITALE,Accertamenti ENTRATE PER CONTO TERZI E PARTITE DI GIRO,Accertamenti TRASFERIMENTI CORRENTI,Riscossioni in CC ACCENSIONE PRESTITI,Riscossioni in CC ANTICIPAZIONI DA ISTITUTO TESORIERE/CASSIERE,"Riscossioni in CC ENTRATE CORRENTI DI NATURA TRIBUTARIA, CONTRIBUTIVA E PEREQUATIVA",Riscossioni in CC ENTRATE DA RIDUZIONE DI ATTIVITA' FINANZIARIE,Riscossioni in CC ENTRATE EXTRATRIBUTARIE,Riscossioni in CC ENTRATE IN CONTO CAPITALE,Riscossioni in CC ENTRATE PER CONTO TERZI E PARTITE DI GIRO,Riscossioni in CC TRASFERIMENTI CORRENTI,Riscossioni in CR ACCENSIONE PRESTITI,Riscossioni in CR ANTICIPAZIONI DA ISTITUTO TESORIERE/CASSIERE,"Riscossioni in CR ENTRATE CORRENTI DI NATURA TRIBUTARIA, CONTRIBUTIVA E PEREQUATIVA",Riscossioni in CR ENTRATE DA RIDUZIONE DI ATTIVITA' FINANZIARIE,Riscossioni in CR ENTRATE EXTRATRIBUTARIE,Riscossioni in CR ENTRATE IN CONTO CAPITALE,Riscossioni in CR ENTRATE PER CONTO TERZI E PARTITE DI GIRO,Riscossioni in CR TRASFERIMENTI CORRENTI
111142930451558302,0.0,13.728799775659002,749.0131800336511,0.0,1711.3118003365114,1488.8707122826697,782.6873976444194,547.4987717330342,0.0,13.728799775659002,720.1456870443074,0.0,1227.2962871564778,783.3575154234436,747.6743017386427,182.8713853056646,0.0,0.0,66.57750981491867,0.0,557.504391475042,1002.704929893438,0.9004150308468873,350.32546270330903
111142930456078402,0.0,0.0,489.1830140329469,0.0,94.65054911531422,200.32324588163513,219.0093898718731,867.2148444173275,0.0,0.0,338.4925808419768,0.0,94.39832214765102,184.24972544234288,206.0325259304454,805.6251555826723,0.0,0.0,65.71467968273338,0.0,3.7793044539353264,33.351439902379504,0.22428920073215375,26.136113483831604
111142930549694901,0.0,0.0,271.58403229255777,0.0,120.71580303678357,59.4596375106929,76.47158361847733,39.5110372112917,0.0,0.0,250.61351582549187,0.0,118.28468135158256,53.66130988023952,76.34895209580839,35.605399914456804,0.0,0.0,4.024181993156544,0.0,10.74876390076989,103.57467814371257,1.2945423438836612,1.7986067151411462
111242928159168602,0.0,0.0,268.06101485148514,0.0,836.4625804455445,1327.7530321782178,497.8894368811881,702.6285891089109,0.0,0.0,251.3641646039604,0.0,689.8443626237623,768.9458787128713,494.9397586633664,585.8611262376237,0.0,0.0,10.40118193069307,0.0,136.20212252475247,368.46340965346536,32.710111386138614,228.65501856435645
111342928035516202,0.0,0.0,945.2979603096654,0.0,219.3421485932174,215.39528193425386,169.58297619735396,237.66646368941014,0.0,0.0,456.9808741117338,0.0,103.58435929285343,174.04691027789013,168.19608469582298,215.4952042290138,0.016934253856375297,0.0,179.73676959963026,0.0,55.66717719105668,22.31223727540586,1.530506095095037,12.980139811658674
111442929417157902,0.0,0.0,594.6053055286129,0.0,89.74561590688651,306.3873811833172,175.85882638215327,106.40921435499514,0.0,0.0,393.24312318137726,0.0,71.26360814742968,110.78896217264791,175.58377303588748,70.02521823472357,0.0,0.0,132.46259941804075,0.0,19.194054316197867,20.30422890397672,0.34019398642095056,10.270892337536374
111642930521380602,0.0,0.0,640.6526165556613,0.0,155.6582778306375,374.84847764034254,213.38446241674598,174.52364414843007,0.0,0.0,465.0021408182683,0.0,79.2768981921979,237.95515699333967,200.27704091341582,75.85980970504282,0.0,0.0,66.30104662226451,0.0,64.22360608943862,848.867440532826,2.9971455756422456,16.455756422454805
111742930520228201,21.92603868001082,140.48854003245876,601.9265519340005,0.0,181.29290167703545,188.09378076819044,1558.3344353529887,155.02315999459023,21.92603868001082,140.48854003245876,407.80012780632944,0.0,66.13947795509873,145.88614011360565,1538.8597180146066,148.17415472004328,0.0,0.0,49.30354949959427,0.0,59.62097579118204,100.88149986475521,7.899327833378415,88.1229260210982
111742930546032201,0.0,0.0,1152.2671374045801,0.0,234.9356106870229,1257.5292748091601,299.4540458015267,190.75019083969468,0.0,0.0,1095.5307251908396,0.0,232.20198473282443,473.1313358778626,299.19770992366415,116.07515267175572,0.0,0.0,33.87759541984733,0.0,77.71351145038167,999.5106870229007,0.25633587786259543,41.75129770992366
111842930472913601,0.0,0.0,464.03038510260956,0.0,335.31862596064525,399.29768853981926,174.47187568617514,560.15413394139,0.0,0.0,335.3228029727219,0.0,271.96683894941305,292.719391943248,173.61027531458492,497.34942741322527,0.0,0.0,110.39006333924499,0.0,54.2900076007094,92.25553247191961,0.4491858795709822,28.50231990541339
