BDAP,Impegni Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Impegni Rimborso Prestiti,Impegni Spese correnti,Impegni Spese in conto capitale,Impegni Spese per incremento attivita' finanziarie,Impegni Uscite per conto terzi e partite di giro,Pagamenti in CC Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CC Rimborso Prestiti,Pagamenti in CC Spese correnti,Pagamenti in CC Spese in conto capitale,Pagamenti in CC Spese per incremento attivita' finanziarie,Pagamenti in CC Uscite per conto terzi e partite di giro,Pagamenti in CR Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CR Rimborso Prestiti,Pagamenti in CR Spese correnti,Pagamenti in CR Spese in conto capitale,Pagamenti in CR Spese per incremento attivita' finanziarie,Pagamenti in CR Uscite per conto terzi e partite di giro
111142930451558302,0.0,37.81552546045504,2173.472323943662,1254.6471289274107,0.0,542.5418147345612,0.0,37.81552546045504,1400.6898754062838,685.997264355363,0.0,482.3898429035753,0.0,0.0,665.9458125677139,430.2139869989166,0.0,51.858889490790894
111142930456078402,0.0,15.324084259801053,833.1715506143944,323.43156231714454,0.0,215.8696723229959,0.0,15.324084259801053,746.1185254534817,241.50199531889993,0.0,206.02815681685195,0.0,0.0,139.4267758923347,147.19119953189,0.0,20.424856641310708
111142930549694901,0.0,0.0,371.4444817688955,218.48435420431593,0.0,64.75949399383438,0.0,0.0,279.21205378973104,171.57329541830552,0.0,62.76512809609866,0.0,0.0,64.66620814287234,30.51547039438716,0.0,1.283973636653556
111242928159168602,0.0,188.27211131276465,1343.743641863279,772.966817906836,0.0,397.18721113127646,0.0,188.27211131276465,1241.5575196612222,605.4896007259529,0.0,383.1879552329098,0.0,0.0,99.20604960677557,323.67503932244404,0.0,2.37670296430732
111342928035516202,0.0,30.806611584473707,764.3673276529822,40.5654396534412,0.0,104.9865717072611,0.0,30.806611584473707,598.3304217230399,16.931602547551424,0.0,91.33093639728033,0.0,0.0,84.42516481624925,42.95394181943369,0.0,12.276687322489026
111442929417157902,415.01362260343086,51.36328960645812,493.7266599394551,508.90730575176593,0.0,184.89902119071644,415.01362260343086,51.36328960645812,377.68125126135214,293.4737235116045,0.0,147.03719475277495,200.79393541876894,0.0,54.91696266397578,3.566296670030272,0.0,12.521402623612511
111642930521380602,0.0,61.33793621013133,815.0718855534709,1216.1158067542212,0.0,186.88219512195124,0.0,61.33793621013133,485.6477485928705,784.2104221388369,0.0,183.7249343339587,0.0,0.0,122.99833958724204,311.3017448405253,0.0,23.296181988742966
111742930520228201,77.65720438054286,91.88223461435098,647.2556490190809,109.16139948938458,0.0,1638.1812496640687,77.65720438054286,91.88223461435098,451.5050356087074,59.554965063155066,0.0,1600.7117381080357,0.0,3.2469645256651436,181.94037355549582,35.81832168771836,0.0,3.657991131416286
111742930546032201,0.0,0.0,927.2243060498221,828.9830249110321,0.0,239.6613879003559,0.0,0.0,763.9532384341636,446.3942704626334,0.0,239.422384341637,0.0,0.0,135.66007117437724,518.8551245551602,0.0,0.0
111842930472913601,0.0,26.430443844401317,996.3093047000253,265.86292296008776,0.0,151.47713441903636,0.0,26.430443844401317,809.2688616994346,128.98532360138387,0.0,136.18966416336173,0.0,0.0,151.6246063623323,37.011487638173996,0.0,13.219638849042274
