BDAP,Impegni Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Impegni Rimborso Prestiti,Impegni Spese correnti,Impegni Spese in conto capitale,Impegni Spese per incremento attivita' finanziarie,Impegni Uscite per conto terzi e partite di giro,Pagamenti in CC Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CC Rimborso Prestiti,Pagamenti in CC Spese correnti,Pagamenti in CC Spese in conto capitale,Pagamenti in CC Spese per incremento attivita' finanziarie,Pagamenti in CC Uscite per conto terzi e partite di giro,Pagamenti in CR Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CR Rimborso Prestiti,Pagamenti in CR Spese correnti,Pagamenti in CR Spese in conto capitale,Pagamenti in CR Spese per incremento attivita' finanziarie,Pagamenti in CR Uscite per conto terzi e partite di giro
111142930451558302,0.0,39.2838829487901,2035.864231851435,2255.1923916713563,0.0,505.1197974113675,0.0,39.2838829487901,1517.9191671356218,1178.6022115925716,0.0,416.5218908272369,0.0,0.0,531.5513674732696,410.2521834552617,0.0,83.12952166572876
111142930456078402,0.0,0.0,1036.3316807228916,410.40077108433735,0.0,220.05406626506024,0.0,0.0,933.7829457831325,380.3621445783133,0.0,216.17627710843374,0.0,0.0,153.1344518072289,24.082578313253013,0.0,4.901325301204819
111142930549694901,0.0,0.0,387.7603204855196,251.36549297274274,0.0,56.754384582623516,0.0,0.0,286.87310477001705,128.33763735093697,0.0,56.65625851788756,0.0,0.0,95.99607112436115,20.19443888415673,0.0,1.2720144804088587
111242928159168602,0.0,182.49106200122776,1465.2200920810312,1424.5784898710865,0.0,570.408993247391,0.0,182.49106200122776,1323.5823818293434,897.3580171884591,0.0,553.2297421731123,0.0,0.0,97.30955187231432,650.8888704726826,0.0,7.904855739717618
111342928035516202,0.0,425.3285734895262,973.0994688095101,216.5394965087426,0.0,125.4571977609787,0.0,423.23757112355014,805.7282471579433,89.2704166426222,0.0,119.30103612441572,0.0,0.0,156.7163082116683,22.15321888164349,0.0,3.420760863292746
111442929417157902,0.0,56.109675126903554,588.6764263959391,353.2194010152284,0.0,282.12585786802026,0.0,56.109675126903554,468.41340101522843,218.86282233502538,0.0,182.31878172588833,0.0,0.0,77.27114720812183,219.61105583756347,0.0,3.5971675126903553
111642930521380602,0.0,72.87011299435028,842.1278531073447,1051.718229755179,0.0,280.2501600753296,0.0,72.87011299435028,596.175725047081,909.6251600753296,0.0,271.1495856873823,0.0,0.0,222.3868549905838,213.55695856873822,0.0,4.491939736346516
111742930520228201,104.52797977073499,87.25985569790964,912.9750519217802,134.9186372218476,0.0,1450.640538772758,104.52797977073499,87.25985569790964,675.5402447741066,76.62352124072825,0.0,1389.0379008766015,0.0,0.0,105.69154146999325,21.267995279838164,0.0,10.696254888739041
111742930546032201,0.0,0.0,1167.166847826087,1070.3156521739131,0.0,278.8782971014493,0.0,0.0,879.0969202898551,371.331884057971,0.0,278.63496376811594,0.0,0.0,146.74909420289856,661.7836594202898,0.0,0.06083333333333333
111842930472913601,0.0,28.186657894736843,1302.7035738539898,321.2655517826825,0.0,168.23912648556876,0.0,28.186657894736843,1093.4995314091682,195.3369651952462,0.0,146.9160220713073,0.0,0.0,160.9757750424448,58.98577928692699,0.0,34.75573599320883
111942930075789802,0.0,12.776375838926175,1437.8488302972196,1245.0154841802491,0.0,293.014573346117,0.0,12.776375838926175,978.9330297219559,568.5509587727709,0.0,289.53254074784275,0.0,0.0,334.8935953978907,203.58814956855227,0.0,3.3639501438159156
111942930475464201,0.0,39.73736515238643,626.0862990224267,234.29482346175962,123.1793502012651,110.83771017826336,0.0,39.73736515238643,486.1964151811386,204.10306497987347,123.1793502012651,106.42601725129384,0.0,0.0,175.72058194364578,40.56616561242093,0.0,3.982224266820012
112242929589459502,0.0,142.9964721485411,1188.3314854111404,3580.1462334217504,0.0,342.54480106100795,0.0,142.9964721485411,938.0564456233423,254.18275862068964,0.0,64.22270557029178,0.0,0.0,146.25100795755966,507.18389920424397,0.0,3.4376657824933687
112442930475351402,0.0,13.760504690831558,750.4935373134329,98.22464328358208,0.0,112.94150682302772,0.0,13.76035948827292,561.1665447761194,88.5026778251599,0.0,100.90874669509594,0.0,0.0,170.10291791044776,51.323575906183365,0.0,10.005863326226013
112442930547500901,0.0,73.19557894736842,3200.5970526315787,29326.25136842105,0.0,2170.5237894736842,0.0,73.19557894736842,2250.7638947368423,15128.126210526316,0.0,2128.9125263157894,0.0,0.0,978.1548421052632,9237.556631578947,0.0,0.0
112542930549591602,0.0,72.72357001972387,1664.9122287968441,3197.0288560157787,0.0,362.1992899408284,0.0,72.72357001972387,986.6242209072977,832.7029388560159,0.0,347.98143984220906,0.0,0.0,442.98875739644967,268.06790927021694,0.0,70.07895463510847
112642930518447902,0.0,13.456988344988346,901.7331794871794,778.6618881118881,0.0,141.14477389277388,0.0,13.456988344988346,679.9868344988345,148.47230303030304,0.0,118.61211655011654,0.0,0.0,149.44936596736596,61.65255477855478,0.0,15.855058275058274
112642930527384301,0.0,27.266763819095477,1545.2541909547738,563.750472361809,0.0,259.6464824120603,0.0,27.266763819095477,990.0306331658292,258.88855276381906,0.0,259.0434673366834,0.0,0.0,201.2346633165829,331.786432160804,0.0,0.0
112942930456488402,0.0,0.0,889.4371252433485,464.1256391953277,0.0,177.51187540558078,0.0,0.0,661.6218234912394,254.23444516547698,0.0,174.69598961713174,0.0,0.0,256.499766385464,12.194516547696301,0.0,1.731706683971447
112942930511152602,0.0,47.63683524147383,1058.2827178908328,152.1147161976941,0.0,270.4139034910909,0.0,47.63683524147383,521.4339059098605,31.257119446908007,0.0,246.22805530919936,0.0,0.0,312.12362069660566,24.690688139966134,0.0,22.231357736031608
112942930520095401,0.0,0.0,5510.238167701863,4692.745434782609,0.0,1436.9212111801241,0.0,0.0,4727.098540372671,4540.911552795031,0.0,1354.419596273292,0.0,0.0,780.7482298136646,164.12198757763974,0.0,74.30832298136646
