BDAP,Impegno totale SPESE CORRENTI,Impegno totale SPESE IN CONTO CAPITALE,Impegno totale SPESE PER RIMBORSO DI PRESTITI,Impegno totale SPESE PER SERVIZI PER CONTO DI TERZI,Pagamenti in CC SPESE CORRENTI,Pagamenti in CC SPESE IN CONTO CAPITALE,Pagamenti in CC SPESE PER RIMBORSO DI PRESTITI,Pagamenti in CC SPESE PER SERVIZI PER CONTO DI TERZI,Pagamenti in CR SPESE CORRENTI,Pagamenti in CR SPESE IN CONTO CAPITALE,Pagamenti in CR SPESE PER RIMBORSO DI PRESTITI,Pagamenti in CR SPESE PER SERVIZI PER CONTO DI TERZI
111142930451558302,1900.9499999999998,1352.1372618427904,709.017100468506,396.1314783966684,1489.477329515877,139.63248828735036,708.891962519521,379.1375429463821,593.5403748047892,999.5341957313899,0.0,37.663170223841746
111142930456078402,878.7306015452538,1584.4433278145696,10.885800220750552,329.00477373068435,783.6312969094922,1526.540761589404,10.885800220750552,325.79807395143484,159.8791501103753,69.3687306843267,0.0,0.4966887417218543
111142930549694901,299.30455657492354,155.48913107666348,19.399425287356323,29.019454813877463,257.7399145839924,54.16332595170305,19.399425287356323,26.998000632711168,45.231138880101234,0.7098956026573868,0.0,24.85828324369925
111242928159168602,1129.4816134751775,455.926938534279,160.51754728132389,328.4667021276596,1020.0315425531915,205.64493498817967,160.51754728132389,328.4667021276596,79.5524586288416,488.8367671394799,268.1264775413712,19.77714539007092
111342928035516202,886.1730735690282,12.144490515733052,34.386149637570476,427.6731263365457,630.8357444385814,11.020004443580415,34.386149637570476,120.35913516816174,256.83353625683895,3.4836315160940927,9.241783542089038,0.46062071263920906
111442929417157902,516.4693784277879,0.8619744058500914,579.6134003656308,53.71261425959781,318.34843692870203,0.0,565.7061791590494,32.598007312614264,281.24653564899455,32.20476234003657,0.0,0.9291224862888483
111642930521380602,777.4876821773486,3626.3100087796315,63.866532045654075,393.9023441615452,583.5414223002634,2698.7442844600528,63.866532045654075,366.30322212467075,168.99325724319579,0.07176470588235294,0.0,8.568296751536437
111742930520228201,574.4082949906034,69.62273216252997,98.01948869159484,1036.4406746160328,398.3425027541961,36.097417536128575,69.16772535804549,1033.8241099086256,79.19927742855292,80.42685568012443,22.157265245285465,4.507021579936492
111742930546032201,733.2011455108359,151.41894736842104,191.03783281733746,121.55380804953559,555.050773993808,15.627647058823529,191.03783281733746,121.55380804953559,176.40572755417955,137.99631578947367,0.0,2.513405572755418
111842930472913601,1143.6874305323067,196.80365082022095,44.60875041848008,125.66029963173753,848.9797597924339,169.0012412119183,44.60875041848008,102.53793773016405,337.82523937060597,37.59020840308001,0.0,7.527626380984265
111942930075789802,857.7176348854397,417.1554397634886,95.58697708795269,162.4221064301552,720.7188174427198,279.36025129342204,95.58697708795269,119.22733185513673,134.42266814486325,67.47033259423503,0.0,0.8974279379157428
111942930475464201,457.04784222196287,76.31499824950403,208.09830902088925,33.8162656085891,354.4446458163146,29.91077255222313,208.09830902088925,28.683636363636364,90.97739759598552,21.93338079122418,0.0,7.341568444392578
112242929589459502,927.1195212765957,1457.390664893617,126.67579787234042,314.30313829787235,674.2249202127659,1214.4874734042555,126.67579787234042,313.9462234042553,144.7155585106383,591.5091489361702,0.0,61.943244680851066
112442930475351402,650.1572500661874,80.8457902775798,10.964436185161802,263.3991729629554,528.8209117569191,22.819381096877994,10.964436185161802,257.91961305826527,133.74489949697573,101.25040791804982,0.0,4.477767549844205
112442930547500901,2236.899649122807,1837.201754385965,215.6161403508772,484.84456140350875,1691.7306140350875,258.2543859649123,215.6161403508772,459.26166666666666,468.08850877192987,1112.7279824561404,0.0,14.522456140350876
112542930549591602,1112.2573502722323,3673.097477313975,76.04355716878403,610.3632123411978,1083.360108892922,3122.3356805807625,76.04355716878403,522.807386569873,39.025662431941925,464.2664246823956,0.0,0.0
112642930518447902,771.3264427259545,1.9112228129531175,13.898443692605124,99.04994683421943,577.6445432576124,1.9112228129531175,13.898443692605124,77.12108264862252,253.99244562590624,21.26632189463509,0.0,0.3663122281295312
112642930527384301,1143.0365708989805,39.64953660797034,85.56609823911029,162.46464318813716,1003.6720574606115,23.412585727525485,85.56609823911029,115.11596848934198,251.91734939759036,188.51760889712696,0.0,0.0
112942930456488402,612.6414412285883,8.860011813349084,605.7693975191967,187.6868812758417,460.2675900767868,0.0,502.76320732427644,181.58705847607797,187.96294152392204,88.46614294152391,17.98025989367986,5.480968694624926
112942930511152602,640.8140960833128,497.5018749168583,84.92651755002755,1173.2516164649096,448.46276999676934,104.79948594667528,84.92651755002755,1172.955366298626,176.21682028087648,24.88821744170578,0.0,6.44984207825773
112942930520095401,0.0,0.0,81.78196721311475,1327.8040655737705,0.0,0.0,81.78196721311475,1197.5854098360655,0.0,0.0,0.0,2.360655737704918
112942930526084102,950.2228001319262,248.70966358839053,52.45027704485488,92.12901715039578,746.8021701846966,204.21649406332455,52.45027704485488,90.21284960422163,258.01111477572556,62.85440633245383,0.0,2.0289313984168866
112942930546542602,687.4029374337222,175.11041357370095,57.610837751855776,157.1959172852598,630.3569883351007,164.80125132555676,57.610837751855776,128.5966808059385,123.6518769883351,134.41966065747613,0.0,2.1903499469777308
113042930446652901,763.4977753544165,8.400771537622683,997.9569056706653,149.29344601962922,540.0018320610687,3.110441657579062,776.265657033806,104.76726281352235,273.4425245365322,6.4752453653217,180.48536259541987,7.401409487459105
113042930459198201,705.1316013269,298.32731604342575,0.0,81.23722858866104,485.0119451145959,46.39819360675513,0.0,78.30872135102533,77.09350120627262,39.90326296743064,0.0,1.3172496984318456
113242929494046101,637.5848506151143,104.04035588752197,46.17750878734622,115.47967926186291,416.149920913884,102.78193760984183,46.17750878734622,106.12841827768014,213.425158172232,235.4099516695958,14.262719683655536,0.0
113242929989809401,1171.8686301369862,4030.01797260274,975.3514246575343,876.3782465753425,1035.9700547945206,3359.2041369863014,421.09602739726023,502.9395890410959,81.76131506849315,464.32501369863013,0.0,0.0
113242930525412901,862.5318525703201,591.4213094083414,69.77183317167798,352.24639185257035,537.0808535402522,95.1174878758487,69.77183317167798,210.42716779825412,129.56849660523764,224.44579049466535,0.0,75.64907856450048
113342930540408502,570.2305078357468,67.34660186470937,23.870702241618726,75.15471731799246,495.64325133902,42.944953382265425,23.870702241618726,66.5708053957548,79.3123646101964,6.6523884149970245,0.0,2.4148085697282284
113442928800667002,712.8210331815224,57.872798959011064,111.53802732595966,81.35446844502276,581.6054547820429,26.984713077423553,111.53802732595966,68.59080936890045,121.24477293428757,44.04286011711125,0.0,10.754174365647366
113642930452986502,423.14515206017006,61.85212066710268,49.07419064748201,67.58472858077175,374.37915140614786,54.511345650752126,49.07419064748201,67.2977223675605,55.57439012426422,12.486983322432962,0.0,3.0382782864617397
113742928592687902,528.8498325145154,91.65892139347923,54.61457347029924,70.76101607860653,466.0193948191157,61.878450200982584,54.61457347029924,69.80719071013844,93.49478115230013,32.99690040196516,0.0,3.346686020544886
113842930528713802,1246.6138703703703,2333.3333888888887,458.8644444444444,924.5487037037037,927.8510925925926,574.9161851851852,458.8644444444444,924.2298888888889,208.67829629629628,719.0407777777779,19.83562962962963,0.0
113942930453012402,938.4625320786997,1294.1490419161676,71.60043627031651,2331.3474165953808,756.6380068434559,801.5931907613345,71.60043627031651,2320.537031650984,174.86106928999143,18.763130881094952,0.0,1.59027373823781
113942930543093902,1387.0599492833517,168.10127820654174,147.31834031606027,117.71811760382212,1073.0492980521867,156.83549724366043,147.31834031606027,110.53851819184123,369.5775170893054,55.64315545755237,0.006604189636163175,4.8233061374494675
114042930544217902,1004.2462416107383,739.2230648769574,90.45100671140939,266.14968680089487,757.3509843400448,480.10091722595075,90.45100671140939,241.4286129753915,45.33673378076062,1179.5030872483221,0.0,0.7941834451901566
114242930474451702,1879.1649524342474,283.9828707330722,660.1978287632904,297.68701734750977,1632.9462898712927,122.94983212087297,660.1978287632904,256.44960268606604,337.741471740347,122.42310016787911,0.0,9.671130386121993
114342930531636602,736.0189436619719,53.68767605633803,0.0,90.08477112676057,572.9425176056337,39.58573943661972,0.0,85.14360915492958,102.24570422535211,6.124278169014085,0.0,1.2014084507042253
114442930473232502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114542930460128001,771.2053682719546,1706.2632955618508,633.9227950897073,293.3443673276676,570.5631728045327,1054.154881964117,633.9227950897073,260.8018224740321,76.30557129367328,176.1449386213409,0.0,19.707082152974504
114642930550556102,543.2098050632911,17.970502109704643,40.253281856540085,83.20811054852321,420.5570033755275,6.02937046413502,40.253281856540085,76.79443206751056,85.79164050632912,10.206284388185654,0.0,9.362059915611814
114742930453726801,942.7881382978724,1452.0156914893619,47.40627659574468,225.31047872340426,838.2923936170213,646.5956914893617,47.40627659574468,218.26260638297873,129.9958510638298,408.2791489361702,0.0,0.0
114742930536446301,1051.2971809309308,1279.4523798798798,42.570232732732734,615.0284271771772,791.6568843843844,241.11537912912914,42.570232732732734,540.8411148648648,306.809740990991,489.3601126126126,0.0,19.247556306306304
114842930517178501,991.2325463571324,289.5666579062637,391.8155935173018,678.8065045992115,627.0773835596437,7.622693823915901,391.8155935173018,664.3295196379033,220.2206482698204,250.1172828150095,14.820878960432179,4.102087896043218
115042930473371901,1003.6252340425533,120.85106382978724,42.5531914893617,202.0519574468085,888.0472765957447,4.85404255319149,42.5531914893617,197.9055744680851,217.874085106383,0.0,0.0,0.0
115142930468670302,774.7843359718557,1711.1134564643799,79.96570360598065,148.17084872471418,605.0224758135445,110.02743183817063,79.96570360598065,131.00627968337733,299.1084520668426,16.21729551451187,0.0,19.135919085312224
115142930475433101,1016.0007257383967,147.4629282700422,10.027122362869198,134.46379746835444,768.7882784810126,132.7550210970464,10.027122362869198,133.02262447257382,273.3394683544304,28.272818565400843,0.0,0.010388185654008439
115242928210658501,1302.8996107784433,2101.3949401197606,225.89820359281438,394.9115568862275,1007.76124251497,1025.6995958083833,225.89820359281438,347.2779491017964,288.6111526946108,562.7388622754492,0.0,50.49676646706586
115242930059291902,1004.15475,265.9401136363636,199.74176136363636,2043.6224886363636,694.5810795454545,263.609375,199.74176136363636,1393.5914659090909,224.46992045454544,1033.4955340909091,101.47843181818182,166.9275340909091
115242930541272802,507.47869690424767,104.27115190784737,63.18742980561555,69.0801727861771,441.5999568034557,4.645323974082074,63.18742980561555,67.06852411807056,71.20731101511879,150.327814974802,0.0,3.460190784737221
115242930543567601,567.689601041254,113.13637428555259,47.03584856544621,104.2484686774942,476.72033670986366,19.92026370890159,47.03584856544621,97.67293475185332,98.05185897798653,154.35966215833852,0.0,2.3091500198064625
115642930548436401,703.0062223574762,121.56898914587137,15.311606309596268,75.51993355650234,411.29975907892066,32.430922093730985,15.311606309596268,66.30343325218097,185.0174923919659,17.216896429296003,10.068217184012985,7.185388516940556
115742928293162401,1257.9682489451475,664.5898839662447,38.55501054852321,200.92728375527426,1013.4457700421941,278.438417721519,38.55501054852321,165.10569092827004,203.93610759493671,255.90577004219406,0.0,2.953117088607595
115742930529898402,571.521597729116,148.01182481751826,19.39698296836983,102.46829683698297,456.64180048661797,148.01182481751826,19.39698296836983,76.6511597729116,81.43295214922952,5.377558799675588,0.0,4.086001622060016
116142930549453302,3075.902960812772,1309.3054426705369,157.08853410740204,605.9377648766327,2527.1659216255443,841.5871117561684,157.08853410740204,588.6457184325109,298.3480406386067,1128.0055297532656,0.0,0.04644412191582003
116242928577698301,704.4897376917678,94.37355219091549,22.74479514689662,110.16387766970821,610.1718435776597,71.07176536648953,22.74479514689662,97.96193241752732,89.00789591898126,37.35513346034293,0.0,12.685160733981752
116242930137942201,522.3541734860884,40.113142389525365,21.04640752864157,72.90709492635024,426.0931587561375,35.79175122749591,21.04640752864157,67.02791325695581,115.14189852700491,17.22323240589198,0.0,6.483117839607202
116242930508328601,344.0294394618834,262.8720029895366,53.96446188340807,66.9779596412556,289.7869693572496,154.950100896861,53.96446188340807,61.888381913303434,59.74707772795217,15.029768310911807,0.0,1.1625448430493273
116342930537140702,423.6959644039735,75.98565259381898,102.09987789735099,62.536769453642385,373.4167446192053,41.46895626379691,102.09987789735099,55.1662637969095,61.42761106512141,8.916121688741722,0.0,1.3279173565121414
116442929000220902,597.6812839711591,42.91493899057127,15.980557404326124,93.67894897393234,523.1538491403217,40.95370770937327,15.980557404326124,89.62753466444815,89.1954159733777,31.035607321131447,0.0,32.62853854686633
116442930516457902,1398.6839890710382,2200.1064480874315,67.89382513661202,311.60464480874316,1124.5760655737704,599.1939890710382,67.89382513661202,286.93584699453555,228.0844535519126,546.954781420765,0.0,1.6569125683060109
116542930525090302,1597.338031809145,379.38019880715706,99.8138170974155,238.5486447978794,1372.3000994035785,333.6996554009277,99.8138170974155,212.0279390324718,342.89531477799864,3.658383035122598,0.0,6.093343273691186
116542930529336002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116642930529136802,984.3657415703843,180.54763970761613,29.56292619665173,110.00016977128035,622.7545460976185,31.130167413345912,29.56292619665173,102.18838953077105,214.74156331053996,207.0091558594671,0.0,0.43645366658806883
116642930539090401,1313.5585269757014,645.0323118107353,96.60127991580103,316.5150208209399,593.9560957305633,33.94694916029835,43.07159932274745,297.9835912689333,232.95306822861846,40.29455223539102,0.0,8.753281929254564
116742928739525602,591.7097579529737,73.8380774550484,15.188520055325034,70.95004840940526,492.99691044260027,10.695510027662518,15.188520055325034,70.77715767634855,120.22061894882435,53.296483402489635,0.0,0.22475795297372061
116742930532472902,764.5970578512396,80.17181198347107,0.0,94.83635330578512,532.491479338843,12.228200413223142,0.0,82.9319173553719,150.74119421487603,23.687904958677688,0.0,0.38563842975206614
116742930546334201,891.8136699288256,107.85321174377225,365.5633274021352,93.97584074733096,603.6264145907473,41.16356316725979,361.8766147686833,74.36904359430605,307.309190391459,55.373322953736654,0.0,5.518211743772242
116842930454465301,1657.0187787997452,7.1321546307257995,2116.9266414716326,201.72581185684365,1118.180990802295,1.932976049540115,1995.4343812038978,169.8835397504781,425.37089609325193,100.2162990620162,317.0182160094709,5.750551862307622
117042930453153601,916.6129388508172,16.89557590933052,436.1462150764365,94.36658012651554,689.6398721665788,3.4305614127569846,436.1462150764365,82.30631655245124,246.79029783869265,20.772157353716395,0.0,2.9619781233526625
117042930548083602,2284.215382352941,1556.8006470588234,141.1,674.0975882352941,898.8785,1124.9605,141.1,654.8027058823529,211.19532352941178,1737.9888823529411,0.0,2.812235294117647
117142930529346502,734.7169468599034,0.0,39.56644444444444,104.32111111111112,624.0194492753624,0.0,39.56644444444444,100.02017391304348,151.923961352657,9.223420289855072,0.0,0.966183574879227
117242930542099701,542.2048820326679,60.84027432639955,347.3584412955466,87.24987784447858,456.0717108753316,10.001536367443808,347.3584412955466,78.87023174647494,117.37908976685746,16.812302806086834,0.0,7.696569872958258
117442930538907902,590.9221229802513,166.0676537253142,75.14589429982047,1373.8728725314181,430.71596162477556,139.03770197486534,75.14589429982047,1373.3018817324955,130.68157989228007,14.12804645421903,0.0,9.875462298025134
117642930521238202,622.7256400310318,102.0736947245927,46.51848332040341,443.37147207137315,458.928671450737,45.84189487975174,37.74939487975175,442.7896256788208,169.50843289371605,152.06905740884406,0.0,0.6917571761055081
117742930508207301,1404.7471803278688,12548.567770491803,87.98570491803278,217.12527868852462,1072.6219016393443,2906.287639344262,87.98570491803278,198.1403606557377,112.91075409836066,216.17904918032787,0.0,0.0
117742930530612302,1573.151305936073,7312.085607305937,83.00484018264841,502.7865570776256,1239.149397260274,1593.4668767123287,83.00484018264841,502.5688401826484,157.5034611872146,455.23144292237436,0.0,2.1611780821917805
117842930473510401,745.529919084645,8.110412162589292,58.06820721916682,1931.7972577280486,537.2618894999684,2.7106966306340476,58.06820721916682,1889.053173399077,173.03604526202668,5.715128642771351,113.35937922751123,61.3563935773437
118242930535103802,908.0962621459582,312.65284680587143,48.69339259871821,151.6118606574323,769.8608186892702,185.16773413272688,48.69339259871821,133.25160016539178,140.50829026255943,197.62089104817036,0.0,0.5423010130246021
118742929012963801,1156.2564994026284,1210.0916487455197,65.0736439665472,288.9590203106332,867.6848267622461,935.522771804062,65.0736439665472,283.84403823178013,379.78228195937874,430.1117562724014,0.0,2.592162485065711
118742929424205701,859.0042212189616,353.36011286681725,61.21054176072235,161.40683972911964,721.4082167042889,352.4558239277652,61.21054176072235,155.8243566591422,182.53918735891648,691.7146501128667,0.0,1.3544018058690745
118742930461810902,1196.5556112852664,111.57282131661441,895.9249529780565,178.58100313479622,940.6301880877744,66.34993730407523,895.9249529780565,146.62937304075234,177.3567398119122,315.35990595611287,0.0,15.67398119122257
118742930524063701,848.2109358752167,1956.8494280762563,63.38259965337955,159.43051126516465,571.5611178509532,1800.9905632582322,61.34947140381282,149.9592287694974,46.58894280762565,63.17157712305026,0.0,10.091854419410746
118742930527891202,620.1777654320988,59.70675308641975,42.57953086419753,76.24144444444444,497.7878024691358,2.4851851851851854,42.57953086419753,65.94208641975308,89.30018518518517,8.19195061728395,0.0,0.4705432098765432
118742930530890402,702.3251147227533,1643.6881453154874,49.45038240917782,291.23202676864247,588.757896749522,1124.8630783938816,49.45038240917782,288.69328871892924,253.2072084130019,187.13500956022943,0.0,0.0
118742930533556102,0.0,0.0,354.2859829059829,493.638547008547,0.0,0.0,354.2859829059829,472.0120085470085,0.0,0.0,0.0,10.315726495726496
118742930534065002,1843.7983287831514,242.29630265210608,95.23750780031202,3011.118125975039,1704.2592492199688,203.42159906396256,95.23750780031202,3006.236443057722,83.86785686427457,33.29642940717629,0.0,5.436844773790951
118842930455593301,3936.06262295082,2841.895,149.28090163934428,952.5336065573771,3611.7623770491805,1976.0922950819672,149.28090163934428,952.1237704918033,962.7306557377049,1558.4784426229508,0.0,0.0
119042929528989701,4537.522162162162,2072.3683783783786,1099.0505405405406,559.0151351351352,2912.7605405405407,545.5754054054054,1099.0505405405406,437.03783783783786,1671.5727027027028,423.92432432432435,0.0,0.0
119142930531415701,561.4706862432173,62.89343759974466,69.34340887328439,70.16071816150654,433.97224066390044,31.097893392914138,69.34340887328439,62.470663900414934,120.84511330992659,51.89402808809447,0.0,0.1889243536546441
119242930463926601,621.4625633802817,8.007735211267605,39.70491830985915,71.84267605633802,519.0312169014085,1.340281690140845,39.70491830985915,64.64658591549296,154.45907605633803,0.005554929577464789,0.0,1.7196676056338027
119442930526684402,944.3244917491749,336.24239933993397,134.40296369636962,120.50300000000001,826.1946897689769,94.87762706270628,134.40296369636962,118.96467326732675,116.19369306930693,287.51746534653466,73.41386138613862,2.653287128712871
119542930473450501,780.5658971141781,144.90559598494355,39.6424843161857,127.59139272271015,681.1357841907152,80.90787954830616,39.6424843161857,107.94592220828105,65.05776662484317,82.17722710163112,0.0,0.0
