BDAP,Impegni Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Impegni Rimborso Prestiti,Impegni Spese correnti,Impegni Spese in conto capitale,Impegni Spese per incremento attivita' finanziarie,Impegni Uscite per conto terzi e partite di giro,Pagamenti in CC Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CC Rimborso Prestiti,Pagamenti in CC Spese correnti,Pagamenti in CC Spese in conto capitale,Pagamenti in CC Spese per incremento attivita' finanziarie,Pagamenti in CC Uscite per conto terzi e partite di giro,Pagamenti in CR Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CR Rimborso Prestiti,Pagamenti in CR Spese correnti,Pagamenti in CR Spese in conto capitale,Pagamenti in CR Spese per incremento attivita' finanziarie,Pagamenti in CR Uscite per conto terzi e partite di giro
111142930451558302,13.728799775659002,39.15168816601234,2283.9480818844645,1776.407061132922,0.0,782.6873976444194,13.728799775659002,39.15168816601234,1719.709613011778,1180.150790802019,0.0,732.2378743690409,0.0,0.0,558.542142456534,1090.6563432417274,0.0,86.36754346606841
111142930456078402,0.0,0.0,1185.5451616839537,535.4668273337401,0.0,219.0093898718731,0.0,0.0,1027.0386028065893,281.83619890176936,0.0,217.11647956070775,0.0,0.0,128.44120195241,63.13924344112264,0.0,0.9420317266625992
111142930549694901,0.0,0.0,384.8528614200171,124.46914349871685,0.0,76.47158361847733,0.0,0.0,316.42978721129174,66.54832335329341,0.0,64.22287104362704,0.0,0.0,116.39189478186483,117.94708190761335,0.0,0.09854576561163388
111242928159168602,0.0,190.27617574257425,1639.513774752475,1241.7910767326732,0.0,497.8894368811881,0.0,190.27617574257425,1412.4313923267325,1056.9032116336634,0.0,485.76925123762373,0.0,0.0,142.6098514851485,525.4885581683168,0.0,8.413168316831683
111342928035516202,0.0,28.876040499162286,1014.5822066554971,154.97064706222199,0.26864636894101335,169.58297619735396,0.0,28.876040499162286,892.2838292217922,114.03031659830147,0.0,125.21454416777398,0.0,2.0934184528280086,196.91867901091916,69.8399147842163,0.0,5.856394650181986
111442929417157902,0.0,55.770048496605234,598.7180310378274,452.84516003879725,0.0,175.85882638215327,0.0,55.770048496605234,469.0642677012609,357.1909796314258,0.0,171.9762851600388,0.0,0.0,91.28820562560621,125.23104752667314,0.0,76.01355965082443
111642930521380602,0.0,71.2955946717412,766.531351094196,502.37978116079927,0.0,213.38446241674598,0.0,71.2955946717412,528.0093149381541,493.94059942911514,0.0,183.7180875356803,0.0,0.0,203.71056137012368,180.08338725023788,0.0,8.734376784015224
111742930520228201,140.48854003245876,86.73852312685962,878.0028151203679,290.0198140384095,0.0,1558.3344353529887,140.48854003245876,83.12973018663781,642.4221510684339,90.71757303218826,0.0,1514.1735116310522,0.0,0.0,199.1952786042737,88.7047951041385,0.0,9.23399783608331
111742930546032201,0.0,0.0,1243.0740458015268,2639.8462977099234,0.0,299.4540458015267,0.0,0.0,879.1431297709923,808.407748091603,0.0,299.19770992366415,0.0,0.0,184.01683206106873,662.4353435114504,0.0,0.25633587786259543
111842930472913601,0.0,28.202238831179802,1300.0849522844355,349.814915969935,0.0,174.47187568617514,0.0,28.202238831179802,1064.0264361118147,212.44819187568618,0.0,155.25238493370492,0.0,0.0,189.9486462292036,129.92842834220082,0.0,19.422786082256565
111942930075789802,0.0,11.54480193236715,1183.0828985507246,749.621922705314,0.0,274.2225603864734,0.0,11.54480193236715,906.4771497584541,113.55580676328502,0.0,270.7283671497584,0.0,0.0,327.291961352657,536.2891594202899,0.0,2.371787439613527
111942930475464201,0.0,21.23209345149039,651.1316733801358,431.99315456324086,1.7288525722177466,74.00475428702958,0.0,21.23209345149039,504.66640580043736,385.8008758200023,0.0,66.68724939578777,0.0,0.0,137.19004948785823,28.492191276326388,0.0,5.1352249971227995
112242929589459502,0.0,75.59262162162162,1079.5237837837838,2304.752027027027,0.0,422.00794594594595,0.0,75.59262162162162,945.3036756756757,329.05937837837837,0.0,138.93002702702702,0.0,0.0,257.8911621621622,1680.9724864864863,0.0,136.85832432432434
112442930475351402,0.0,15.246641768748132,882.0302752998421,407.3983275001067,0.0,123.35822378249179,0.0,15.2465083870417,615.1165519228307,140.88601775577274,0.0,114.58280699133552,0.0,0.0,180.72832365871355,35.60450552733791,0.0,10.184804088949592
112442930547500901,0.0,68.76316326530612,3022.8157142857144,21799.502857142856,0.0,2148.9591836734694,0.0,68.76316326530612,1994.1675510204084,8463.84469387755,0.0,2148.9591836734694,0.0,0.0,729.808469387755,11846.330408163265,0.0,3.776530612244898
112542930549591602,0.0,77.32700404858299,1214.9537044534413,3037.295829959514,0.0,900.4250000000001,0.0,77.32700404858299,1012.3381781376518,1973.5915182186234,0.0,892.8854858299595,0.0,0.0,554.403987854251,865.12987854251,0.0,151.62238866396763
112642930518447902,0.0,14.273763542157324,981.9182477626001,632.4507442298634,0.0,184.73673575129536,0.0,14.273763542157324,730.5330617051342,298.7607442298634,0.0,166.38359397079603,0.0,0.0,189.17544512482334,395.3028780028262,0.0,20.471163447951014
112642930527384301,0.0,25.893396793587176,1636.2230861723447,743.084749498998,0.0,319.6276352705411,0.0,25.89329659318637,1181.359008016032,325.85945891783564,0.0,318.8350501002004,0.0,0.0,502.44622244488977,398.0295390781563,0.0,0.0
112942930456488402,198.8701106050748,0.0,1048.0746584255041,2495.385959661679,0.0,1307.1491476903059,198.8701106050748,0.0,741.2234222511386,484.9150813272609,0.0,1263.258373454782,0.0,0.0,202.08411190631102,279.45254391672086,0.0,1.5596486662329212
112942930511152602,0.0,44.86911662561079,1265.3691602390663,736.1662149174172,0.0,232.56862334935187,0.0,44.86911662561079,474.8485441990066,329.4621699713282,0.0,220.84401021685576,0.0,0.0,260.496777248314,55.29218854742964,0.0,14.598600734967492
112942930520095401,0.0,0.0,5866.340771604938,4638.221203703703,0.0,1238.3177469135803,0.0,0.0,4838.505401234568,3579.709938271605,0.0,1230.1164814814815,0.0,0.0,747.4056481481481,129.73586419753087,0.0,81.99234567901235
112942930526084102,0.0,15.99396119103379,629.9929742388758,368.4331582469053,0.0,130.10431917029106,0.0,15.99396119103379,545.5362897290064,299.5913583138173,0.0,120.80959518233523,0.0,0.0,87.55347607895617,21.09297423887588,0.0,5.466483773837404
112942930546542602,0.0,81.87919239904988,855.7301187648457,834.8996437054632,0.0,158.4178503562945,0.0,81.87919239904988,708.706650831354,249.98738717339668,0.0,156.62611638954868,0.0,0.0,103.33712589073635,219.674513064133,0.0,2.501199524940618
113042930446652901,0.0,41.82983006152944,836.0660123058892,88.28511280398477,0.0,174.13761207149136,0.0,41.82983006152944,681.8164928215646,34.184219162027546,0.0,113.91231760914151,0.0,0.0,86.97608848520363,345.6605479050688,0.0,14.707216525051276
113042930459198201,0.0,32.79896607431341,773.6904588045235,21.290339256865913,0.0,101.51694991922456,0.0,32.79896607431341,631.2234765751211,3.5312439418416806,0.0,91.97384814216478,0.0,0.0,197.92159612277865,36.15829725363489,0.0,1.138843295638126
113242929494046101,0.0,46.708917098445596,661.4276839378238,1023.4815492227979,0.0,228.27497409326426,0.0,46.708917098445596,443.4161347150259,966.7121606217617,0.0,227.6291554404145,0.0,0.0,105.87996373056994,412.71086010362694,0.0,0.22300518134715025
113242929989809401,0.0,33.14276363636364,2026.9674545454548,5014.9584,0.0,1223.598109090909,0.0,16.783927272727272,1266.6149454545455,1371.8952363636363,0.0,1161.2168363636363,0.0,0.0,406.2836727272727,4618.303236363636,0.0,0.0
113242930525412901,0.0,55.88620817843866,957.9410904584881,321.04097893432464,0.0,203.11126394052044,0.0,55.88620817843866,589.9287608426271,321.0409541511772,0.0,199.3344361833953,0.0,0.0,272.8902106567534,682.6036679058241,0.0,0.7421189591078067
113342930540408502,0.0,3.481142095550543,633.7145970883739,139.17733237646092,0.0,102.69122206274349,0.0,3.481142095550543,445.85458683616974,56.1371929464835,0.0,96.35201353290958,0.0,0.0,149.5463768710273,63.468987082222675,0.0,3.4495796596268193
113442928800667002,0.0,40.265609547123624,772.9751725826194,344.1780097919216,183.5985312117503,108.91441738066096,0.0,40.265609547123624,607.9665507955935,280.4221517747858,183.5985312117503,93.15228396572827,0.0,0.0,159.0376842105263,51.96300611995104,0.0,16.19465483476132
113642930452986502,0.0,31.260278653176314,473.39238845579695,197.93098357936637,0.0,77.940764637585,0.0,31.260278653176314,389.7484375518328,135.6629673245978,0.0,77.74026538397744,0.0,0.0,76.0696765632775,21.581401559130867,0.0,0.3957837120583845
113742928592687902,0.0,30.88592694693315,627.0598529749598,232.70590856880312,0.0,109.97415805191822,0.0,30.88592694693315,502.6181047553411,177.78728922582127,0.0,101.6098874339536,0.0,0.0,78.3921042958879,73.18998851366874,0.0,2.434332644153457
113842930528713802,0.0,43.49636563876652,1903.817334801762,1258.4029515418501,0.0,767.0016960352423,0.0,43.49636563876652,1328.8578414096914,78.72649779735683,0.0,762.6808370044052,0.0,0.0,272.51982378854626,1942.5987665198238,0.0,12.620264317180618
113942930453012402,0.0,39.528280075187965,1189.6972838345864,988.7919548872179,0.0,194.5869266917293,0.0,39.528280075187965,897.9994266917294,359.1602067669173,0.0,185.17992481203007,0.0,0.0,189.4169172932331,400.8257518796992,0.0,0.4481203007518797
