BDAP,Impegni Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Impegni Rimborso Prestiti,Impegni Spese correnti,Impegni Spese in conto capitale,Impegni Spese per incremento attivita' finanziarie,Impegni Uscite per conto terzi e partite di giro,Pagamenti in CC Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CC Rimborso Prestiti,Pagamenti in CC Spese correnti,Pagamenti in CC Spese in conto capitale,Pagamenti in CC Spese per incremento attivita' finanziarie,Pagamenti in CC Uscite per conto terzi e partite di giro,Pagamenti in CR Chiusura Anticipazioni ricevute da istituto tesoriere/cassiere,Pagamenti in CR Rimborso Prestiti,Pagamenti in CR Spese correnti,Pagamenti in CR Spese in conto capitale,Pagamenti in CR Spese per incremento attivita' finanziarie,Pagamenti in CR Uscite per conto terzi e partite di giro
111142930451558302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111142930456078402,0.0,11.82082106455266,860.4756511891279,221.1235107587769,0.0,129.52362967157418,0.0,11.82082106455266,727.5963137032843,93.3055719139298,0.0,121.18883352208381,0.0,0.0,92.86816534541336,57.28412797281993,0.0,0.003227633069082673
111142930549694901,0.0,0.0,309.6539811680068,198.62830829454083,0.0,55.10499894202285,0.0,0.0,263.7415933135844,188.73405840033857,0.0,55.078221540414724,0.0,0.0,37.974992594159964,101.63129602200593,0.0,2.007831146847228
111242928159168602,0.0,156.19715389185978,1174.984670231729,866.698431372549,0.0,353.67459298871063,0.0,156.19715389185978,1120.1401069518718,789.6708793820559,0.0,352.6592038027332,0.0,0.0,99.90390968508615,72.71210932857991,0.0,0.0
111342928035516202,0.0,34.993558589113114,873.9921544853315,46.89276468260697,0.0,156.75648521847268,0.0,34.993558589113114,654.8042804250749,22.952916737324063,0.0,141.55889887513425,0.0,0.0,156.7924605731728,2.845081114691086,0.0,253.06781951274658
111442929417157902,636.700639481001,69.01051899907323,550.5899629286375,6.614457831325301,0.0,87.58015755329009,610.1435217794253,69.01051899907323,421.6045227062095,0.0,0.0,37.39030583873957,0.0,0.0,274.3431417979611,46.276691380908254,0.0,9.825829471733085
111642930521380602,0.0,66.7693670886076,759.2644303797468,750.6803526220615,0.0,397.61015370705246,0.0,66.7693670886076,474.1168896925859,299.0144936708861,0.0,395.2005696202532,0.0,0.0,139.98293851717904,485.32078661844486,0.0,303.933417721519
111742930520228201,0.0,40.631778630422055,543.2227085907524,117.0996371203746,0.0,1155.5020413604734,0.0,40.631778630422055,395.29087533329,43.15066853092281,0.0,1138.1709728815765,0.0,0.0,98.4180015607726,22.754117838329975,0.0,1.335675359302855
111742930546032201,0.0,140.78878787878787,939.8667676767676,199.41023569023568,0.0,166.9216835016835,0.0,140.78878787878787,693.5761952861953,190.5791919191919,0.0,166.9216835016835,0.0,0.0,166.36646464646464,28.425286195286194,0.0,1.6835016835016836
111842930472913601,0.0,45.37281394761223,1157.5672509054157,332.6801145456077,0.0,135.27121536258738,0.0,45.37281394761223,838.6234565821612,140.54956287374716,0.0,113.83648782952919,0.0,0.0,256.68477469889666,22.212942811420874,0.0,23.268422471153034
111942930075789802,0.0,58.675215311004784,1011.4615709728868,982.2475438596491,0.0,244.8208054226475,0.0,58.675215311004784,739.5995374800638,533.829673046252,0.0,237.753014354067,0.0,0.0,144.6948644338118,145.4839633173844,0.0,46.604888357256776
111942930475464201,55.43240860215054,57.036743130227,475.7729772998805,80.44381242532855,0.0,62.640200716845875,55.43240860215054,57.036743130227,361.1957777777778,66.10243010752687,0.0,58.801669056152924,0.0,0.0,98.56389844683393,46.86351493428913,0.0,5.317353643966547
112242929589459502,0.0,108.75695417789758,882.1970080862534,5430.478409703504,0.0,232.54840970350406,0.0,108.75695417789758,710.646064690027,740.9353099730458,0.0,231.08652291105122,0.0,0.0,198.68913746630727,390.640539083558,0.0,49.03587601078168
112442930475351402,0.0,25.69433491881253,655.142347260948,135.15532064949974,41.53105564211908,366.50486202230604,0.0,25.69433491881253,459.34893451697553,73.51397695587994,41.53105564211908,356.8162184270953,0.0,0.0,135.669833934722,56.69955674922093,0.0,8.448640724946696
112442930547500901,0.0,114.54471153846154,2396.527692307692,5994.41423076923,0.0,391.25038461538463,0.0,56.51625,1689.1299038461539,5248.769807692308,0.0,378.5269230769231,0.0,0.0,946.368173076923,33.84240384615385,0.0,28.04278846153846
112542930549591602,0.0,54.528361581920905,1142.7855555555557,5451.826365348399,431.24105461393594,687.2453483992467,0.0,54.528361581920905,1075.6800941619586,3228.4704331450093,431.24105461393594,686.7988512241054,0.0,0.0,27.328116760828625,364.51448210922786,0.0,90.76885122410546
112642930518447902,0.0,10.391527710843373,717.8137253012048,302.61230843373494,0.0,250.18642891566267,0.0,10.391527710843373,594.3617012048193,32.36738795180723,0.0,241.12932048192772,0.0,0.0,178.76837108433736,0.0,0.0,18.43899277108434
112642930527384301,0.0,41.85606032906764,1148.8322303473492,328.3022486288848,0.0,180.61217550274222,0.0,41.85606032906764,1013.1675776965266,123.84871115173674,0.0,106.47246800731261,0.0,0.0,134.17617915904935,22.773930530164535,0.0,3.7265173674588663
112942930456488402,562.9604272997033,11.722801186943618,594.9350148367953,42.58753709198813,0.0,92.00630860534125,402.17713946587537,11.722801186943618,443.7765756676558,0.0,0.0,86.270059347181,103.49524035608309,0.0,146.61673590504452,77.39769139465875,0.0,1.3886409495548961
112942930511152602,185.48840875243442,49.66963741551151,708.6474939855653,15.330321915454233,0.0,881.1890502921297,185.48840875243442,27.859673311184938,446.2547342192691,6.918593767900103,0.0,870.8352434414022,0.0,0.0,203.880361057013,55.601988582120896,0.0,0.17559838851338452
