BDAP,Comune,Provincia,Regione,Zona,2008,2009,2010,2011,2012,2013,2014,2015
116242928577698301,COMUNE DI COLLEGNO,TORINO,PIEMONTE,NORD-OVEST,4003071.0,4284397.0,4165512.0,4539774.0,3919649.82,4060020.97,3571439.06,5493321.76
116242930137942201,COMUNE DI MACELLO,TORINO,PIEMONTE,NORD-OVEST,77517.0,80008.0,69125.0,67464.0,108643.44,64616.03,64284.91,89092.47
116242930508328601,COMUNE DI CAMPODORO,PADOVA,VENETO,NORD-EST,116004.0,130860.0,111923.0,81007.0,117484.72,76110.82,73687.73,179233.02
116342930537140702,COMUNE DI ROMANO D'EZZELINO,VICENZA,VENETO,NORD-EST,654330.0,736342.0,810631.0,659853.0,707041.23,616622.94,0.0,906533.01
116442929000220902,COMUNE DI CARRE',VICENZA,VENETO,NORD-EST,371882.0,256178.0,284739.0,404051.0,312775.8,389140.46,0.0,337806.29
116442930516457902,COMUNE DI BORRELLO,CHIETI,ABRUZZO,SUD,59688.0,71346.0,62322.0,63620.0,54888.14,56224.87,49916.3,114047.3
116542930525090302,COMUNE DI TORRI DEL BENACO,VERONA,VENETO,NORD-EST,846762.0,709071.0,868619.0,651000.0,625828.52,563240.67,492469.98,719939.81
116542930529336002,COMUNE DI SAN MAURO LA BRUCA,SALERNO,CAMPANIA,SUD,137228.0,111452.0,171522.0,49717.0,111487.02,63538.43,80617.82,0.0
116642930529136802,COMUNE DI SORI,GENOVA,LIGURIA,NORD-OVEST,302831.0,312278.0,305555.0,307762.0,270334.44,285004.23,275824.79,466510.72
116642930539090401,COMUNE DI SESSA AURUNCA,CASERTA,CAMPANIA,SUD,2234580.0,2123718.0,2209298.0,2016166.0,1796725.52,1907939.62,1636263.82,6916802.75
116742928739525602,COMUNE DI CISERANO,BERGAMO,LOMBARDIA,NORD-OVEST,1781401.0,327180.0,301458.0,345447.0,301641.63,264277.96,248215.36,410375.08
116742930532472902,COMUNE DI GAMBASSI TERME,FIRENZE,TOSCANA,CENTRO,321470.0,330841.0,318695.0,297828.0,297052.89,292104.05,269384.24,459007.95
116742930546334201,COMUNE DI LESA,NOVARA,PIEMONTE,NORD-OVEST,350023.0,440380.0,263186.0,278191.0,351393.55,337882.38,240445.94,211257.69
116842930454465301,COMUNE DI TAORMINA,MESSINA,SICILIA,ISOLE,6078701.0,2905905.0,3230098.0,2875694.0,1598590.76,2698592.01,1290167.39,2215151.14
117042930453153601,COMUNE DI TORRILE,PARMA,EMILIA-ROMAGNA,NORD-EST,679544.0,634124.0,542031.0,574840.0,494418.76,542469.88,549628.72,716053.61
117042930548083602,COMUNE DI PIZZONE,ISERNIA,MOLISE,SUD,112054.0,106595.0,0.0,89754.0,73231.81,71211.17,109482.5,229193.18
117142930529346502,COMUNE DI SAN GIORIO DI SUSA,TORINO,PIEMONTE,NORD-OVEST,87216.0,78731.0,75670.0,66520.0,66200.57,71592.23,74307.06,107972.35
117242930542099701,COMUNE DI LENO,BRESCIA,LOMBARDIA,NORD-OVEST,1283978.0,1376680.0,1429061.0,1093383.0,908928.1,866179.58,939234.49,1249941.75
117442930538907902,COMUNE DI SANT'EGIDIO DEL MONTE ALBINO,SALERNO,CAMPANIA,SUD,705113.0,636499.0,1312940.0,1819011.0,786845.04,803826.89,923669.56,12243955.04
117642930521238202,COMUNE DI CIVITELLA DEL TRONTO,TERAMO,ABRUZZO,SUD,404981.0,345103.0,248339.0,328525.0,241243.05,265281.92,316354.3,2286023.31
117742930508207301,COMUNE DI BRITTOLI,PESCARA,ABRUZZO,SUD,34557.0,67079.0,65869.0,69428.0,78169.69,69986.51,47084.94,66223.21
117742930530612302,COMUNE DI ROSETO VALFORTORE,FOGGIA,PUGLIA,SUD,225062.0,470000.0,208795.0,254427.0,335114.04,242007.4,207135.07,550551.28
117842930473510401,COMUNE DI ISPICA,RAGUSA,SICILIA,ISOLE,6481241.0,3365068.0,2542803.0,2881084.0,2537275.07,2215534.0,13041743.0,30559100.82
118242930535103802,COMUNE DI VILLAPUTZU,SUD SARDEGNA,SARDEGNA,ISOLE,474957.0,471943.0,472073.0,484555.0,431873.41,351712.46,383503.29,733346.57
118742929012963801,COMUNE DI BALLAO,SUD SARDEGNA,SARDEGNA,ISOLE,179693.0,160349.0,169150.0,190492.0,148607.78,110597.99,125973.34,241858.7
118742929424205701,COMUNE DI DAZIO,SONDRIO,LOMBARDIA,NORD-OVEST,34530.0,33966.0,39624.0,46814.0,35499.14,35954.77,31757.86,71503.23
118742930461810902,COMUNE DI BAJARDO,IMPERIA,LIGURIA,NORD-OVEST,55439.0,57446.0,56167.0,41849.0,42725.62,36627.41,33061.48,56967.34
118742930524063701,COMUNE DI FIGLINE VEGLIATURO,COSENZA,CALABRIA,SUD,106610.0,104380.0,100374.0,118466.0,82940.47,233297.0,233296.05,183982.81
118742930527891202,COMUNE DI MORIONDO TORINESE,TORINO,PIEMONTE,NORD-OVEST,52777.0,57981.0,52805.0,45996.0,51646.46,52384.74,43907.18,61755.57
118742930530890402,COMUNE DI PIETRAPERTOSA,POTENZA,BASILICATA,SUD,114849.0,124389.0,147336.0,163534.0,89887.71,151775.37,104542.93,304628.7
118742930533556102,COMUNE DI ALLEIN,VALLE D'AOSTA/VALLÉE D'AOSTE,VALLE D'AOSTA/VALLÉE D'AOSTE,NORD-OVEST,102062.0,110118.0,94575.0,103005.0,101206.45,90546.93,106899.55,115511.42
118742930534065002,COMUNE DI AMALFI,SALERNO,CAMPANIA,SUD,662269.0,645702.0,648173.0,676200.0,508804.89,532938.9,501722.12,15441013.75
118842930455593301,COMUNE DI SODDI',ORISTANO,SARDEGNA,ISOLE,61956.0,59084.0,72175.0,73672.0,63320.2,72361.81,83442.93,116209.1
119042929528989701,COMUNE DI MONCENISIO,TORINO,PIEMONTE,NORD-OVEST,17115.0,16267.0,16849.0,34114.0,20557.98,18324.26,16825.39,20683.56
119142930531415701,COMUNE DI SOSPIROLO,BELLUNO,VENETO,NORD-EST,227296.0,232280.0,182673.0,193067.0,217257.52,179147.26,188524.28,219813.53
119242930463926601,COMUNE DI BEVILACQUA,VERONA,VENETO,NORD-EST,114963.0,196775.0,88453.0,117633.0,76530.34,56359.16,60804.73,127520.75
119442930526684402,COMUNE DI NAZ-SCIAVES,BOLZANO/BOZEN,TRENTINO-ALTO ADIGE/SÜDTIROL,NORD-EST,284614.0,300410.0,332318.0,313832.0,446611.12,496561.77,470673.77,365124.09
